sa_2022_code,town_name,town_name_alt,county,method,distance_km
177019008,Castleblayney,,Monaghan,within_settlement,0.59
177019009,Castleblayney,,Monaghan,within_settlement,0.43
177019010,Castleblayney,,Monaghan,within_settlement,0.33
177019011,Castleblayney,,Monaghan,within_settlement,0.51
177019012,Castleblayney,,Monaghan,within_settlement,0.73
177019013,Castleblayney,,Monaghan,within_settlement,0.81
177019014,Castleblayney,,Monaghan,within_settlement,0.6
177020001,Clontibret,,Monaghan,nearest_settlement,2.55
177020002,Clontibret,,Monaghan,nearest_settlement,4.18
177020003,Clontibret,,Monaghan,within_settlement,0.0
177020004,Clontibret,,Monaghan,nearest_settlement,1.59
177021001,Oram,,Monaghan,nearest_settlement,4.23
177021002,Oram,,Monaghan,within_settlement,0.0
177021003,Oram,,Monaghan,nearest_settlement,1.27
177022001,Smithborough,,Monaghan,nearest_settlement,2.82
177022002,Scotstown,,Monaghan,nearest_settlement,4.25
177023001/177023003,Clones,,Monaghan,nearest_settlement,1.61
177023002,Clones,,Monaghan,within_settlement,0.71
177023004,Clones,,Monaghan,nearest_settlement,3.24
177023005,Clones,,Monaghan,within_settlement,0.72
177023006,Clones,,Monaghan,nearest_settlement,0.84
177023007,Clones,,Monaghan,within_settlement,0.52
177024001/177024006,Clones,,Monaghan,within_settlement,0.4
177024002,Clones,,Monaghan,within_settlement,0.33
177024003,Clones,,Monaghan,within_settlement,0.19
177024004/177024006,Clones,,Monaghan,within_settlement,0.18
177024005,Clones,,Monaghan,within_settlement,0.6
177025001,Clontibret,,Monaghan,nearest_settlement,2.1
177025002,Annayalla,,Monaghan,nearest_settlement,4.28
177025003,Clontibret,,Monaghan,nearest_settlement,2.18
177026001,Rockcorry,,Monaghan,nearest_settlement,7.21
177026002,Rockcorry,,Monaghan,nearest_settlement,4.15
177027001,Ballybay,,Monaghan,nearest_settlement,10.68
177028001,Ballybay,,Monaghan,nearest_settlement,4.05
177028002,Ballybay,,Monaghan,nearest_settlement,7.14
177029001,Doohamlat,,Monaghan,nearest_settlement,2.95
177029002,Doohamlat,,Monaghan,within_settlement,0.0
177029003,Annayalla,,Monaghan,nearest_settlement,2.42
177029004/01,Doohamlat,,Monaghan,nearest_settlement,0.23
177029004/02,Doohamlat,,Monaghan,nearest_settlement,1.45
177030001,Carrickmacross,,Monaghan,nearest_settlement,5.81
177030002,Castleblayney,,Monaghan,nearest_settlement,7.44
177031001,Scotshouse,,Monaghan,nearest_settlement,1.73
177031002,Scotshouse,,Monaghan,nearest_settlement,1.09
177031003,Scotshouse,,Monaghan,within_settlement,0.0
177032001,Rockcorry,,Monaghan,nearest_settlement,5.35
177032002,Rockcorry,,Monaghan,nearest_settlement,1.91
177032003,Rockcorry,,Monaghan,within_settlement,0.0
177033001,Emyvale,,Monaghan,nearest_settlement,7.76
177034001,Carrickmacross,,Monaghan,nearest_settlement,2.77
177034002,Carrickmacross,,Monaghan,nearest_settlement,5.06
177035001,Newbliss,,Monaghan,nearest_settlement,3.86
177036001,Carrickmacross,,Monaghan,nearest_settlement,4.83
177036002,Carrickmacross,,Monaghan,nearest_settlement,6.78
177037001,Carrickmacross,,Monaghan,nearest_settlement,7.12
177037002,Carrickmacross,,Monaghan,nearest_settlement,6.09
177038001,Carrickmacross,,Monaghan,nearest_settlement,7.49
177038002,Carrickmacross,,Monaghan,nearest_settlement,6.98
177038003,Carrickmacross,,Monaghan,nearest_settlement,6.68
177039001,Three Mile House,,Monaghan,nearest_settlement,4.77
177039002,Smithborough,,Monaghan,nearest_settlement,2.91
177040001,Scotshouse,,Monaghan,nearest_settlement,4.72
177041001,Smithborough,,Monaghan,within_settlement,0.32
177041002,Smithborough,,Monaghan,within_settlement,0.32
177041003,Three Mile House,,Monaghan,within_settlement,0.0
177041004,Three Mile House,,Monaghan,nearest_settlement,0.83
177042001,Emyvale,,Monaghan,nearest_settlement,2.34
177042002,Emyvale,,Monaghan,nearest_settlement,2.61
177042003,Emyvale,,Monaghan,within_settlement,0.19
177042004,Emyvale,,Monaghan,within_settlement,0.19
177043001,Glaslough,,Monaghan,nearest_settlement,4.26
177043002,Monaghan,,Monaghan,nearest_settlement,3.72
177044001,Carrickmacross,,Monaghan,nearest_settlement,4.09
177044002,Carrickmacross,,Monaghan,nearest_settlement,7.18
177044003,Carrickmacross,,Monaghan,nearest_settlement,5.89
177045001,Emyvale,,Monaghan,nearest_settlement,4.4
177045002,Emyvale,,Monaghan,nearest_settlement,2.3
177046001,Glaslough,,Monaghan,nearest_settlement,2.32
177046002/177046004,Glaslough,,Monaghan,nearest_settlement,1.22
177046003,Glaslough,,Monaghan,within_settlement,0.0
177047001,Doohamlat,,Monaghan,nearest_settlement,4.24
177047002,Doohamlat,,Monaghan,nearest_settlement,2.25
177048001,Inniskeen,,Monaghan,nearest_settlement,3.26
177048002,Inniskeen,,Monaghan,within_settlement,0.45
177048003,Inniskeen,,Monaghan,nearest_settlement,0.92
177048004,Inniskeen,,Monaghan,within_settlement,0.45
177049001,Newbliss,,Monaghan,nearest_settlement,2.89
177049002,Newbliss,,Monaghan,nearest_settlement,1.63
177050001,Scotstown,,Monaghan,nearest_settlement,5.73
177050002,Emyvale,,Monaghan,nearest_settlement,4.5
177051001/177051002,Scotshouse,,Monaghan,nearest_settlement,4.8
177052001,Three Mile House,,Monaghan,nearest_settlement,4.0
177052002,Three Mile House,,Monaghan,nearest_settlement,1.92
177053001,Inniskeen,,Monaghan,nearest_settlement,5.96
177053002,Castleblayney,,Monaghan,nearest_settlement,8.36
177054001,Inniskeen,,Monaghan,nearest_settlement,3.42
177054002,Inniskeen,,Monaghan,nearest_settlement,3.1
177055001,Castleblayney,,Monaghan,nearest_settlement,7.58
177055002,Castleblayney,,Monaghan,nearest_settlement,5.62
177056001,Rockcorry,,Monaghan,nearest_settlement,1.95
177056002,Rockcorry,,Monaghan,nearest_settlement,4.11
177057001,Carrickmacross,,Monaghan,nearest_settlement,5.21
177057002,Carrickmacross,,Monaghan,nearest_settlement,2.34
177058001,Monaghan,,Monaghan,nearest_settlement,2.62
177058002/177058003,Monaghan,,Monaghan,nearest_settlement,1.8
177058003,Monaghan,,Monaghan,within_settlement,1.17
177058004,Monaghan,,Monaghan,within_settlement,1.68
177058005,Monaghan,,Monaghan,nearest_settlement,4.66
177058006/177058020,Monaghan,,Monaghan,nearest_settlement,1.43
177058007,Monaghan,,Monaghan,within_settlement,1.43
177058008,Monaghan,,Monaghan,within_settlement,0.72
177058009,Monaghan,,Monaghan,within_settlement,1.36
177058010,Monaghan,,Monaghan,within_settlement,0.81
177058011,Monaghan,,Monaghan,within_settlement,1.23
177058012,Monaghan,,Monaghan,within_settlement,1.08
177058013,Monaghan,,Monaghan,within_settlement,1.61
177058014,Monaghan,,Monaghan,within_settlement,1.38
177058015/01,Monaghan,,Monaghan,within_settlement,1.17
177058015/02,Monaghan,,Monaghan,within_settlement,1.12
177058016,Monaghan,,Monaghan,within_settlement,0.36
177058017,Monaghan,,Monaghan,within_settlement,1.25
177058018,Monaghan,,Monaghan,within_settlement,0.5
177058019,Monaghan,,Monaghan,within_settlement,0.67
177058021,Monaghan,,Monaghan,within_settlement,1.88
177058022,Monaghan,,Monaghan,within_settlement,0.34
177058023,Monaghan,,Monaghan,within_settlement,0.67
177058024,Monaghan,,Monaghan,within_settlement,0.97
177059001,Monaghan,,Monaghan,within_settlement,0.33
177059002,Monaghan,,Monaghan,within_settlement,0.73
177059003,Monaghan,,Monaghan,within_settlement,1.04
177059004,Monaghan,,Monaghan,within_settlement,1.1
177059005,Monaghan,,Monaghan,within_settlement,0.44
177059006,Monaghan,,Monaghan,within_settlement,0.92
177059007/177059008,Monaghan,,Monaghan,within_settlement,0.58
177059009,Monaghan,,Monaghan,within_settlement,0.09
177059010,Monaghan,,Monaghan,within_settlement,0.17
177059011,Monaghan,,Monaghan,within_settlement,0.54
177060001,Oram,,Monaghan,nearest_settlement,2.68
177061001,Clones,,Monaghan,nearest_settlement,3.85
177061002,Newbliss,,Monaghan,nearest_settlement,1.91
177061003,Newbliss,,Monaghan,within_settlement,0.08
177061004,Newbliss,,Monaghan,within_settlement,0.08
177062001,Clontibret,,Monaghan,nearest_settlement,2.53
177062002,Monaghan,,Monaghan,nearest_settlement,3.36
177062003,Clontibret,,Monaghan,nearest_settlement,5.29
177062004,Monaghan,,Monaghan,nearest_settlement,3.61
177063001,Carrickmacross,,Monaghan,nearest_settlement,9.78
177063002,Carrickmacross,,Monaghan,nearest_settlement,10.92
177064001,Scotstown,,Monaghan,nearest_settlement,1.64
177064002,Scotstown,,Monaghan,nearest_settlement,2.42
177064003,Scotstown,,Monaghan,within_settlement,0.34
177064004,Scotstown,,Monaghan,within_settlement,0.34
177065001,Emyvale,,Monaghan,nearest_settlement,7.07
177066001,Scotstown,,Monaghan,nearest_settlement,6.43
177066002,Scotstown,,Monaghan,nearest_settlement,5.93
177067001,Smithborough,,Monaghan,nearest_settlement,2.37
177067002,Smithborough,,Monaghan,nearest_settlement,4.0
177068001,Scotstown,,Monaghan,nearest_settlement,3.44
177068002,Bellanode,,Monaghan,nearest_settlement,1.89
177068003,Bellanode,,Monaghan,nearest_settlement,3.95
177069001,Clontibret,,Monaghan,nearest_settlement,5.24
177069002,Monaghan,,Monaghan,nearest_settlement,3.94
177069003,Glaslough,,Monaghan,nearest_settlement,4.36
177070001,Ballybay,,Monaghan,nearest_settlement,4.08
177070002,Doohamlat,,Monaghan,nearest_settlement,3.85
177070003,Clontibret,,Monaghan,nearest_settlement,4.07
187001001,Crinkill,,Offaly,nearest_settlement,8.6
187001002,Shinrone,,Offaly,nearest_settlement,9.27
187002001/187038001,Walsh Island or Coolagary,,Offaly,nearest_settlement,6.08
187003001,Shinrone,,Offaly,nearest_settlement,4.16
187004001,Rhode,,Offaly,nearest_settlement,1.17
187004002,Rhode,,Offaly,nearest_settlement,2.24
187004003,Rhode,,Offaly,within_settlement,0.19
187004004,Rhode,,Offaly,within_settlement,0.19
187005001,Ballinagar,,Offaly,nearest_settlement,4.78
187005002,Tullamore,,Offaly,nearest_settlement,7.14
187006001,Ballycumber,,Offaly,within_settlement,0.0
187006002,Ballycumber,,Offaly,nearest_settlement,2.45
187007001,Edenderry,,Offaly,nearest_settlement,4.48
187007002,Rhode,,Offaly,nearest_settlement,2.43
187008001,Clonygowan,,Offaly,nearest_settlement,3.88
187009001,Banagher,,Offaly,within_settlement,0.37
187009002,Banagher,,Offaly,nearest_settlement,1.7
187009003,Banagher,,Offaly,within_settlement,0.8
187009004,Banagher,,Offaly,within_settlement,0.75
187009005,Banagher,,Offaly,within_settlement,0.71
187009006,Banagher,,Offaly,within_settlement,0.08
187009007,Banagher,,Offaly,within_settlement,0.4
187009008,Banagher,,Offaly,within_settlement,0.28
187010001,Shinrone,,Offaly,nearest_settlement,5.07
187011001,Ballycumber,,Offaly,nearest_settlement,2.54
187012001/187012005,Crinkill,,Offaly,nearest_settlement,0.67
187012002,Birr,,Offaly,nearest_settlement,2.23
187012003,Crinkill,,Offaly,within_settlement,0.4
187012004/01,Crinkill,,Offaly,within_settlement,0.55
187012004/02,Crinkill,,Offaly,within_settlement,0.51
187013001,Birr,,Offaly,within_settlement,1.04
187013002,Birr,,Offaly,within_settlement,1.27
187013003,Birr,,Offaly,within_settlement,0.34
187013004,Birr,,Offaly,within_settlement,0.84
187013005,Birr,,Offaly,within_settlement,1.17
187013006,Birr,,Offaly,within_settlement,0.59
187013007,Birr,,Offaly,within_settlement,0.96
187013008,Birr,,Offaly,within_settlement,0.66
187013009,Birr,,Offaly,within_settlement,0.25
187013010,Birr,,Offaly,within_settlement,0.31
187013011,Birr,,Offaly,within_settlement,0.18
187013012,Birr,,Offaly,within_settlement,0.34
187013013,Birr,,Offaly,within_settlement,1.3
187013014,Birr,,Offaly,within_settlement,0.88
187013015,Birr,,Offaly,within_settlement,0.77
187013016,Birr,,Offaly,within_settlement,0.5
187013017,Birr,,Offaly,within_settlement,1.14
187013018,Birr,,Offaly,within_settlement,0.95
187014001,Bracknagh,,Offaly,nearest_settlement,2.31
187014002,Bracknagh,,Offaly,within_settlement,0.0
187014003,Bracknagh,,Offaly,nearest_settlement,2.15
187015001,Kilcormac,,Offaly,nearest_settlement,3.88
187016001,Shinrone,,Offaly,nearest_settlement,2.69
187017001,Ballinagar,,Offaly,nearest_settlement,4.05
187017002,Killeigh,,Offaly,nearest_settlement,3.39
187017003,Killeigh,,Offaly,nearest_settlement,3.37
187017004/01,Tullamore,,Offaly,within_settlement,2.24
187017004/02,Tullamore,,Offaly,nearest_settlement,3.33
187017005,Tullamore,,Offaly,within_settlement,1.72
187018001,Clara,,Offaly,nearest_settlement,1.73
187018002,Clara,,Offaly,within_settlement,0.44
187018003,Clara,,Offaly,within_settlement,0.83
187018004,Clara,,Offaly,within_settlement,1.01
187018005,Clara,,Offaly,within_settlement,1.49
187018006,Clara,,Offaly,within_settlement,0.54
187018007,Clara,,Offaly,within_settlement,0.75
187018008,Clara,,Offaly,within_settlement,1.49
187018009,Clara,,Offaly,within_settlement,0.3
187018010,Clara,,Offaly,within_settlement,0.27
187018011,Clara,,Offaly,within_settlement,0.1
187018012,Clara,,Offaly,within_settlement,0.67
187018013,Clara,,Offaly,within_settlement,0.52
187018014,Clara,,Offaly,nearest_settlement,1.05
187018015,Clara,,Offaly,within_settlement,1.34
187019001,Cloghan,,Offaly,within_settlement,0.28
187019002,Cloghan,,Offaly,within_settlement,0.28
187019003,Cloghan,,Offaly,nearest_settlement,1.0
187020001,Clonbullogue,,Offaly,nearest_settlement,0.84
187020002,Clonbullogue,,Offaly,within_settlement,0.0
187021001,Shannonbridge,,Offaly,nearest_settlement,6.25
187022001,Rhode,,Offaly,nearest_settlement,5.48
187022002,Edenderry,,Offaly,nearest_settlement,5.64
187023001,Clonygowan,,Offaly,nearest_settlement,2.74
187023002,Clonygowan,,Offaly,within_settlement,0.0
187024001,Rhode,,Offaly,nearest_settlement,5.09
187024002,Daingean,,Offaly,nearest_settlement,4.56
187025001,Moneygall,,Offaly,nearest_settlement,2.03
187025002,Moneygall,,Offaly,within_settlement,0.1
187025003,Moneygall,,Offaly,within_settlement,0.1
187026001,Daingean,,Offaly,within_settlement,0.85
187026002/01/187026003,Daingean,,Offaly,nearest_settlement,1.42
187026002/02,Daingean,,Offaly,within_settlement,0.53
187026004,Daingean,,Offaly,within_settlement,0.29
187026005,Daingean,,Offaly,within_settlement,0.8
187026006,Daingean,,Offaly,within_settlement,0.57
187027001,Kilcormac,,Offaly,nearest_settlement,3.1
187028001,Cloghan,,Offaly,nearest_settlement,6.28
187029001,Pollagh,,Offaly,nearest_settlement,3.86
187030001,Ballycumber,,Offaly,nearest_settlement,7.06
187030002,Ferbane,,Offaly,nearest_settlement,5.48
187031001,Crinkill,,Offaly,nearest_settlement,4.06
187032001,Kilcormac,,Offaly,nearest_settlement,5.01
187033001,Moneygall,,Offaly,nearest_settlement,5.0
187034001,Tullamore,,Offaly,nearest_settlement,4.13
187034002,Tullamore,,Offaly,nearest_settlement,5.8
187034003,Tullamore,,Offaly,nearest_settlement,4.67
187035001/01,Edenderry,,Offaly,nearest_settlement,2.08
187035001/02,Edenderry,,Offaly,within_settlement,1.45
187035002,Edenderry,,Offaly,nearest_settlement,4.11
187036001,Edenderry,,Offaly,within_settlement,0.97
187036002,Edenderry,,Offaly,within_settlement,0.61
187036003,Edenderry,,Offaly,within_settlement,0.8
187036004,Edenderry,,Offaly,within_settlement,0.96
187036005,Edenderry,,Offaly,within_settlement,0.49
187036006,Edenderry,,Offaly,within_settlement,0.97
187036007,Edenderry,,Offaly,within_settlement,0.44
187036008,Edenderry,,Offaly,within_settlement,0.77
187036009,Edenderry,,Offaly,within_settlement,1.01
187036010,Edenderry,,Offaly,within_settlement,0.79
187036011,Edenderry,,Offaly,within_settlement,0.91
187036012,Edenderry,,Offaly,within_settlement,0.63
187036013,Edenderry,,Offaly,within_settlement,0.53
187036014,Edenderry,,Offaly,within_settlement,0.27
187036015,Edenderry,,Offaly,within_settlement,0.35
187036016,Edenderry,,Offaly,within_settlement,0.18
187036017,Edenderry,,Offaly,within_settlement,0.79
187036018,Edenderry,,Offaly,within_settlement,1.51
187036019,Edenderry,,Offaly,within_settlement,1.31
187036020,Edenderry,,Offaly,within_settlement,1.11
187036021,Edenderry,,Offaly,within_settlement,0.56
187036022,Edenderry,,Offaly,within_settlement,0.77
187036023,Edenderry,,Offaly,within_settlement,0.9
187036024/01,Edenderry,,Offaly,nearest_settlement,0.94
187036024/02,Edenderry,,Offaly,within_settlement,0.95
187037001,Birr,,Offaly,nearest_settlement,4.68
187039001,Shinrone,,Offaly,nearest_settlement,6.25
187039002,Shinrone,,Offaly,nearest_settlement,6.94
187040001,Ferbane,,Offaly,nearest_settlement,3.26
187040002,Ferbane,,Offaly,within_settlement,0.84
187040003,Ferbane,,Offaly,within_settlement,0.47
187040004,Ferbane,,Offaly,within_settlement,0.31
187040005,Ferbane,,Offaly,within_settlement,0.84
187040006,Ferbane,,Offaly,nearest_settlement,2.07
187041001,Ferbane,,Offaly,nearest_settlement,4.05
187041002,Ferbane,,Offaly,within_settlement,0.6
187042001,Geashill,,Offaly,nearest_settlement,2.23
187042002,Ballinagar,,Offaly,within_settlement,0.0
187042004/187042003,Ballinagar,,Offaly,nearest_settlement,0.65
187042005,Geashill,,Offaly,within_settlement,0.0
187042006/187042002,Ballinagar,,Offaly,nearest_settlement,0.65
187043001,Shinrone,,Offaly,nearest_settlement,12.23
187044001,Clara,,Offaly,nearest_settlement,5.51
187045001,Clonygowan,,Offaly,nearest_settlement,2.68
187045002,Clonygowan,,Offaly,nearest_settlement,4.5
187046001,Ferbane,,Offaly,nearest_settlement,9.23
187047001,Belmont,,Offaly,nearest_settlement,4.87
187047002,Belmont,,Offaly,nearest_settlement,2.82
187048001,Daingean,,Offaly,nearest_settlement,4.46
187049001,Crinkill,,Offaly,nearest_settlement,4.23
187050001,Kilcormac,,Offaly,nearest_settlement,1.86
187050002,Kilcormac,,Offaly,within_settlement,0.31
187050003,Kilcormac,,Offaly,within_settlement,0.28
187050004,Kilcormac,,Offaly,within_settlement,0.21
187050005,Kilcormac,,Offaly,nearest_settlement,1.13
187050006,Kilcormac,,Offaly,within_settlement,0.47
187051001,Clara,,Offaly,nearest_settlement,6.51
187051002,Clara,,Offaly,nearest_settlement,4.38
187052001/01,Mucklagh,,Offaly,nearest_settlement,4.16
187052001/02,Killurin,,Offaly,within_settlement,56.38
187052002,Killeigh,,Offaly,nearest_settlement,3.6
187052003,Killeigh,,Offaly,nearest_settlement,1.0
187052004,Killeigh,,Offaly,within_settlement,0.0
187053001,Kilcormac,,Offaly,nearest_settlement,4.66
187054001,Mucklagh,,Offaly,nearest_settlement,5.1
187054002,Mucklagh,,Offaly,nearest_settlement,6.6
187055001,Birr,,Offaly,nearest_settlement,5.87
187056001,Kinnitty,,Offaly,nearest_settlement,0.82
187056002/01,Kinnitty,,Offaly,nearest_settlement,3.16
187056002/02,Kinnitty,,Offaly,within_settlement,0.0
187057001,Kinnitty,,Offaly,nearest_settlement,2.13
187058001,Rhode,,Offaly,nearest_settlement,4.73
187059001,Pollagh,,Offaly,nearest_settlement,3.61
187060001,Kinnitty,,Offaly,nearest_settlement,5.59
187061001/01,Belmont,,Offaly,nearest_settlement,3.03
187061001/02,Belmont,,Offaly,within_settlement,0.0
187062001,Banagher,,Offaly,nearest_settlement,4.1
187062002,Banagher,,Offaly,nearest_settlement,3.68
187063001,Edenderry,,Offaly,nearest_settlement,4.7
187063002,Clonbullogue,,Offaly,nearest_settlement,5.27
187063003,Edenderry,,Offaly,within_settlement,1.5
187064001,Daingean,,Offaly,nearest_settlement,2.43
187065001,Banagher,,Offaly,nearest_settlement,5.05
187066001,Shinrone,,Offaly,nearest_settlement,3.76
187066002,Shinrone,,Offaly,nearest_settlement,4.46
187067001,Ferbane,,Offaly,within_settlement,1.24
187067002,Ferbane,,Offaly,nearest_settlement,3.0
187068001,Clonygowan,,Offaly,nearest_settlement,3.5
187069001,Bracknagh,,Offaly,nearest_settlement,6.6
187069002/187069008,Portarlington,,Offaly,within_settlement,2.31
187069003,Portarlington,,Offaly,within_settlement,0.7
187069004,Portarlington,,Offaly,within_settlement,0.91
187069005,Portarlington,,Offaly,within_settlement,1.24
187069006,Portarlington,,Offaly,within_settlement,1.74
187069008/187069007,Portarlington,,Offaly,within_settlement,0.92
187069009,Portarlington,,Offaly,within_settlement,1.85
187070001,Pollagh,,Offaly,nearest_settlement,4.81
187070002,Mucklagh,,Offaly,nearest_settlement,4.38
187071001/01,Walsh Island or Coolagary,,Offaly,nearest_settlement,1.72
187071001/02,Walsh Island or Coolagary,,Offaly,within_settlement,0.2
187071001/03,Walsh Island or Coolagary,,Offaly,within_settlement,0.43
187072001/01,Walsh Island or Coolagary,,Offaly,nearest_settlement,3.18
187072001/02,Walsh Island or Coolagary,,Offaly,within_settlement,0.25
187073001,Kilcormac,,Offaly,nearest_settlement,7.41
187073002,Mucklagh,,Offaly,nearest_settlement,6.55
187074001,Kinnitty,,Offaly,nearest_settlement,7.31
187075001,Mucklagh,,Offaly,nearest_settlement,1.81
187075002,Mucklagh,,Offaly,within_settlement,0.1
187075003,Mucklagh,,Offaly,within_settlement,0.56
187075004,Mucklagh,,Offaly,within_settlement,0.6
187075005,Mucklagh,,Offaly,nearest_settlement,1.1
187076001,Kinnitty,,Offaly,nearest_settlement,6.7
187076002,Kinnitty,,Offaly,nearest_settlement,3.83
187077001/01,Shannonbridge,,Offaly,nearest_settlement,3.06
187077001/02,Shannonbridge,,Offaly,within_settlement,0.0
187078001,Cloghan,,Offaly,nearest_settlement,3.15
187079001,Shinrone,,Offaly,within_settlement,0.4
187079002,Shinrone,,Offaly,nearest_settlement,3.52
187079003,Shinrone,,Offaly,nearest_settlement,1.51
187079004,Shinrone,,Offaly,within_settlement,0.14
187079005,Shinrone,,Offaly,within_settlement,0.43
187080001,Tullamore,,Offaly,nearest_settlement,4.5
187080002,Clara,,Offaly,nearest_settlement,3.7
187081001,Pollagh,,Offaly,nearest_settlement,3.67
187081002,Pollagh,,Offaly,within_settlement,0.0
187082001,Moneygall,,Offaly,nearest_settlement,5.21
187083001,Ballycumber,,Offaly,nearest_settlement,2.76
187084001,Tullamore,,Offaly,nearest_settlement,3.87
187084002,Tullamore,,Offaly,nearest_settlement,2.81
187085001,Kinnitty,,Offaly,nearest_settlement,4.48
187086001,Tullamore,,Offaly,nearest_settlement,1.58
187086002,Tullamore,,Offaly,within_settlement,1.83
187086003,Tullamore,,Offaly,within_settlement,1.87
187086004/01,Tullamore,,Offaly,within_settlement,2.19
187086004/02,Tullamore,,Offaly,within_settlement,2.72
187086005,Tullamore,,Offaly,within_settlement,1.93
187086006,Tullamore,,Offaly,within_settlement,1.99
187086007/01,Tullamore,,Offaly,within_settlement,2.22
187086007/02,Tullamore,,Offaly,within_settlement,2.28
187086008,Tullamore,,Offaly,within_settlement,2.11
187086009,Tullamore,,Offaly,within_settlement,1.74
187086010,Tullamore,,Offaly,within_settlement,2.09
187086011,Tullamore,,Offaly,within_settlement,1.82
187087001,Tullamore,,Offaly,within_settlement,1.47
187087002,Tullamore,,Offaly,within_settlement,1.87
187087003,Tullamore,,Offaly,within_settlement,1.78
187087004,Tullamore,,Offaly,within_settlement,0.99
187087005,Tullamore,,Offaly,within_settlement,1.05
187087006,Tullamore,,Offaly,within_settlement,1.05
187087007,Tullamore,,Offaly,within_settlement,0.33
187087008,Tullamore,,Offaly,within_settlement,0.68
187087009,Tullamore,,Offaly,within_settlement,1.55
187087010,Tullamore,,Offaly,within_settlement,0.43
187087011,Tullamore,,Offaly,within_settlement,0.25
187087012,Tullamore,,Offaly,within_settlement,0.57
187087013,Tullamore,,Offaly,within_settlement,0.23
187087014,Tullamore,,Offaly,within_settlement,0.7
187087015,Tullamore,,Offaly,within_settlement,1.02
187087016,Tullamore,,Offaly,within_settlement,1.06
187087017,Tullamore,,Offaly,within_settlement,1.53
187087018,Tullamore,,Offaly,within_settlement,1.49
187087019,Tullamore,,Offaly,within_settlement,0.47
187087020,Tullamore,,Offaly,within_settlement,0.27
187087021,Tullamore,,Offaly,within_settlement,1.13
187087022,Tullamore,,Offaly,within_settlement,1.18
187087023,Tullamore,,Offaly,within_settlement,0.76
187087024,Tullamore,,Offaly,within_settlement,1.33
187087025,Tullamore,,Offaly,within_settlement,0.6
187087026,Tullamore,,Offaly,within_settlement,0.71
187087027,Tullamore,,Offaly,within_settlement,0.66
187087028,Tullamore,,Offaly,within_settlement,1.52
187087029,Tullamore,,Offaly,within_settlement,0.67
187087030,Tullamore,,Offaly,within_settlement,0.92
187087031,Tullamore,,Offaly,within_settlement,1.16
187087032,Tullamore,,Offaly,within_settlement,0.76
187087033,Tullamore,,Offaly,within_settlement,0.21
187087034,Tullamore,,Offaly,within_settlement,0.09
187087035,Tullamore,,Offaly,within_settlement,0.58
187087036,Tullamore,,Offaly,within_settlement,1.68
187087037,Tullamore,,Offaly,within_settlement,0.8
187087038,Tullamore,,Offaly,within_settlement,1.16
187087039,Tullamore,,Offaly,within_settlement,1.39
187087040,Tullamore,,Offaly,within_settlement,1.52
187087041,Tullamore,,Offaly,within_settlement,1.14
187087042,Tullamore,,Offaly,within_settlement,0.38
187087043,Tullamore,,Offaly,within_settlement,0.84
187087044,Tullamore,,Offaly,within_settlement,0.89
197001001,Keadew,,Roscommon,nearest_settlement,3.96
197002001/197087001,Keadew,,Roscommon,nearest_settlement,5.4
197003001,Strokestown,,Roscommon,nearest_settlement,3.77
197003002,Strokestown,,Roscommon,nearest_settlement,1.17
197004001,Loughglinn,,Roscommon,nearest_settlement,4.92
197004002,Ballaghaderreen,,Roscommon,nearest_settlement,7.82
197004003,Ballaghaderreen,,Roscommon,nearest_settlement,3.41
197004004,Loughglinn,,Roscommon,nearest_settlement,5.02
197005001,Loughglinn,,Roscommon,nearest_settlement,8.43
197005002,Loughglinn,,Roscommon,nearest_settlement,3.51
197006001,Knockcroghery,,Roscommon,nearest_settlement,4.85
197006002,Athleague,,Roscommon,nearest_settlement,2.72
197007001,Athleague,,Roscommon,nearest_settlement,2.41
197007002,Athleague,,Roscommon,within_settlement,0.0
197008001,Knockcroghery,,Roscommon,nearest_settlement,17.84
197008002,Athlone,,Roscommon,within_settlement,4.72
197008003,Athlone,,Roscommon,within_settlement,2.04
197008004,Athlone,,Roscommon,within_settlement,2.78
197008005,Athlone,,Roscommon,within_settlement,4.29
197008006,Athlone,,Roscommon,within_settlement,4.36
197008007,Athlone,,Roscommon,within_settlement,3.94
197008008,Athlone,,Roscommon,within_settlement,4.14
197008009,Athlone,,Roscommon,within_settlement,3.44
197008010,Athlone,,Roscommon,within_settlement,3.27
197008011,Athlone,,Roscommon,within_settlement,4.14
197008012,Athlone,,Roscommon,within_settlement,2.47
197008013,Athlone,,Roscommon,within_settlement,2.91
197008014,Athlone,,Roscommon,within_settlement,3.66
197008015,Knockcroghery,,Roscommon,nearest_settlement,16.73
197008016,Athlone,,Roscommon,within_settlement,2.85
197008017,Athlone,,Roscommon,within_settlement,2.35
197009001,Elphin,,Roscommon,nearest_settlement,8.54
197010001,Elphin,,Roscommon,nearest_settlement,5.08
197011001,Ballaghaderreen,,Roscommon,nearest_settlement,6.83
197011002,Ballaghaderreen,,Roscommon,nearest_settlement,5.1
197011003,Ballaghaderreen,,Roscommon,within_settlement,0.88
197011004,Ballaghaderreen,,Roscommon,within_settlement,0.89
197011005,Ballaghaderreen,,Roscommon,within_settlement,0.48
197011006,Ballaghaderreen,,Roscommon,within_settlement,0.46
197011008,Ballaghaderreen,,Roscommon,within_settlement,0.98
197011009,Ballaghaderreen,,Roscommon,within_settlement,0.74
