sa_2022_code,d_nursing_km,d_homecare_km,d_fci_km,d_nearest_km,support_nearby,nearest_type,nearest_loc,pr_distance,isolation,vulnerability,service_desert
267094009,2.76,17.55,24.5,17.55,35,homecare,town,76.0,50.29,51.73,39.31
267094010,1.01,19.96,26.9,19.96,17,homecare,town,80.56,57.41,58.81,47.38
267094011,0.93,20.17,27.11,20.17,17,homecare,town,80.93,58.53,58.22,47.12
267094012,1.04,20.25,27.19,20.25,17,homecare,town,81.07,65.37,59.76,48.45
267095001,2.68,5.51,11.07,5.51,59,homecare,town,45.61,38.64,43.24,19.72
267095002,2.78,5.45,10.91,5.45,59,homecare,town,45.39,34.98,49.71,22.56
267095003,2.6,5.72,11.15,5.72,59,homecare,town,46.41,25.59,35.85,16.64
267095004,0.99,7.98,12.77,7.98,58,homecare,town,53.1,27.3,46.76,24.83
267095005,1.51,6.88,12.31,6.88,59,homecare,town,50.26,42.79,54.26,27.27
267095006,2.64,5.67,11.03,5.67,59,homecare,town,46.24,28.17,54.41,25.16
267095007,2.0,6.44,11.46,6.44,59,homecare,town,48.83,28.54,49.97,24.4
267095008,1.96,5.34,11.3,5.34,59,homecare,town,45.03,43.57,51.78,23.32
267095009,2.42,5.74,11.6,5.74,59,homecare,town,46.51,32.48,44.95,20.91
267095010,2.65,5.81,11.55,5.81,59,homecare,town,46.74,31.75,48.13,22.5
267095011,2.39,5.49,11.25,5.49,59,homecare,town,45.53,37.02,46.76,21.29
267095012,1.63,7.39,13.06,7.39,58,homecare,town,51.7,63.76,56.88,29.41
267095013,1.43,7.39,12.97,7.39,58,homecare,town,51.71,63.2,40.49,20.94
267095014,1.37,7.55,13.14,7.55,58,homecare,town,52.1,64.3,56.55,29.46
267095015,1.73,7.45,13.17,7.45,58,homecare,town,51.86,52.78,54.84,28.44
267095016,1.06,7.65,13.13,7.65,58,homecare,town,52.33,42.0,54.42,28.48
267095017,2.36,5.84,11.8,5.84,59,homecare,town,46.82,55.44,61.84,28.95
267095018,2.12,5.5,11.44,5.5,59,homecare,town,45.55,35.55,49.31,22.46
267095019/267095021,3.54,8.2,14.37,8.2,58,homecare,town,53.59,53.13,52.9,28.35
267095020,1.39,4.91,11.01,4.91,59,homecare,town,43.19,44.78,53.72,23.2
267095022,1.98,7.53,13.33,7.53,58,homecare,town,52.06,66.97,52.66,27.41
267095023,0.25,8.08,13.2,8.08,58,homecare,town,53.33,34.95,52.62,28.06
267095024,0.53,7.91,13.2,7.91,58,homecare,town,52.93,45.64,50.52,26.74
267095025,0.68,8.15,13.53,8.15,58,homecare,town,53.46,42.28,54.66,29.22
267095026,0.53,8.36,13.68,8.36,58,homecare,town,53.9,29.69,52.63,28.37
267095027,0.4,8.64,13.84,8.64,58,homecare,town,54.48,27.99,43.16,23.51
267095028,1.54,7.7,13.36,7.7,58,homecare,town,52.45,66.41,54.16,28.41
267095029,1.24,7.71,13.27,7.71,58,homecare,town,52.46,64.07,61.08,32.04
267095030,1.37,7.85,13.46,7.85,58,homecare,town,52.77,61.4,59.32,31.3
267095031,1.29,8.47,14.03,8.47,58,homecare,town,54.09,56.68,65.82,35.6
267095032,0.96,7.93,13.41,7.93,58,homecare,town,52.99,40.75,33.23,17.61
267095033,0.96,8.61,14.04,8.61,58,homecare,town,54.45,54.67,50.69,27.6
267096001,1.25,4.3,12.2,4.3,63,homecare,address,40.77,32.67,30.98,12.63
267096002,0.14,4.01,13.21,4.01,63,homecare,town,39.52,51.57,41.07,16.23
267096003,0.71,4.38,12.84,4.38,63,homecare,town,41.08,32.66,47.19,19.39
267096004,0.52,4.39,13.23,4.39,63,homecare,town,41.14,44.94,41.59,17.11
267096005,0.36,4.13,13.0,4.13,63,homecare,town,40.02,46.49,55.52,22.22
267096006,1.37,4.76,12.54,4.76,63,homecare,address,42.53,50.42,49.79,21.18
267096007,1.24,5.01,13.04,5.01,63,homecare,town,43.64,22.57,40.23,17.56
267096008,0.93,4.8,13.44,4.8,63,homecare,town,42.73,49.44,48.17,20.58
267096009,1.52,4.4,12.09,4.4,63,homecare,address,41.22,21.36,32.62,13.45
267096010,1.34,4.52,12.1,4.52,63,homecare,address,41.6,39.59,42.48,17.67
267096011,1.16,4.82,12.34,4.82,63,homecare,address,42.83,27.61,47.7,20.43
267096012,1.36,4.8,12.41,4.8,63,homecare,address,42.72,23.31,34.24,14.63
267097001,0.58,3.64,13.94,3.64,63,homecare,town,37.69,42.58,52.51,19.79
267097002,0.76,4.17,13.99,4.17,63,homecare,town,40.23,45.19,54.34,21.86
267097003/267121006/267121001,0.89,4.51,14.2,4.51,62,homecare,town,41.55,32.02,56.3,23.39
267097004,0.61,4.27,14.22,4.27,63,homecare,town,40.68,40.61,59.25,24.1
267097005,0.57,3.56,13.47,3.56,63,homecare,town,37.29,61.5,71.22,26.56
267097006,0.66,3.33,13.3,3.33,63,homecare,town,36.14,28.23,56.91,20.57
267097007,0.47,4.04,14.15,4.04,63,homecare,town,39.61,57.45,53.93,21.36
267097008,0.68,4.01,13.96,4.01,63,homecare,town,39.5,51.38,74.15,29.29
267097009,0.63,3.74,13.89,3.74,63,homecare,town,38.14,59.86,62.38,23.79
267097010,0.7,3.86,13.78,3.86,63,homecare,town,38.76,60.58,74.28,28.79
267097011,0.45,4.23,13.55,4.23,63,homecare,town,40.53,32.84,40.14,16.27
267097012,0.7,4.23,13.86,4.23,63,homecare,town,40.52,49.9,56.13,22.74
267097013,0.57,4.15,13.73,4.15,63,homecare,town,40.16,48.03,58.11,23.34
267097014,1.0,4.65,14.07,4.65,63,homecare,town,42.09,28.6,54.81,23.07
267097015,0.79,4.57,13.8,4.57,63,homecare,town,41.73,44.68,53.86,22.48
267097016,0.29,4.11,13.42,4.11,63,homecare,town,39.89,59.44,45.5,18.15
267097017,0.52,3.97,13.67,3.97,63,homecare,town,39.3,55.35,60.61,23.82
267097018,0.37,4.04,13.53,4.04,63,homecare,town,39.64,58.6,55.02,21.81
267097019,0.27,3.65,13.23,3.65,63,homecare,town,37.79,60.31,69.69,26.34
267097020,0.18,3.94,13.34,3.94,63,homecare,town,39.18,58.94,60.78,23.81
267097021,0.27,3.81,13.38,3.81,63,homecare,town,38.54,57.65,59.67,23.0
267098001/01,6.77,5.7,12.98,5.7,55,homecare,county,46.33,28.43,55.44,25.69
267098001/02,4.08,5.07,12.16,5.07,59,homecare,county,43.88,30.23,42.4,18.61
267098002,6.23,8.81,16.11,8.81,50,homecare,county,54.89,42.25,50.3,27.61
267098003,4.74,5.09,12.3,5.09,59,homecare,county,43.97,50.91,69.71,30.65
267098004,4.66,5.23,12.44,5.23,59,homecare,county,44.65,61.45,74.51,33.27
267098005,4.94,6.53,13.75,6.53,51,homecare,county,49.07,35.11,55.23,27.1
267098006,5.55,9.16,16.29,9.16,50,homecare,county,55.73,48.14,54.74,30.51
267099001,1.7,5.13,11.86,5.13,55,homecare,town,44.18,34.77,35.01,15.47
267099002,1.57,5.14,11.81,5.14,55,homecare,town,44.22,52.5,22.58,9.98
267099003,1.65,5.02,11.66,5.02,55,homecare,town,43.7,48.03,29.3,12.8
267099004,1.75,4.9,11.56,4.9,55,homecare,town,43.18,56.19,28.59,12.35
267099005,1.75,4.88,11.51,4.88,55,homecare,town,43.08,54.27,21.98,9.47
267099006,1.86,4.89,11.61,4.89,55,homecare,town,43.15,52.16,23.15,9.99
267099007,1.92,4.8,11.5,4.8,58,homecare,town,42.73,53.12,24.38,10.42
267099008,1.98,4.65,11.3,4.65,58,homecare,town,42.11,49.57,24.02,10.11
267099009,1.88,5.13,11.92,5.13,55,homecare,town,44.2,31.52,33.05,14.61
267099010,2.0,4.93,11.71,4.93,55,homecare,town,43.28,43.82,40.32,17.45
267099011/01,2.07,4.79,11.56,4.79,58,homecare,town,42.69,51.41,21.84,9.32
267099011/02,2.26,4.56,11.34,4.56,58,homecare,town,41.71,50.36,27.02,11.27
267099012,2.22,4.73,11.54,4.73,58,homecare,town,42.42,44.39,19.12,8.11
267099013,2.37,4.62,11.45,4.62,58,homecare,town,41.96,38.06,29.73,12.47
267099014,1.67,5.09,11.79,5.09,55,homecare,town,43.97,52.92,23.77,10.45
267099015/01,2.13,4.47,10.98,4.47,58,homecare,town,41.41,30.23,37.0,15.32
267099015/02,1.83,4.79,11.41,4.79,58,homecare,town,42.71,51.42,23.94,10.22
267099016,1.9,4.74,11.39,4.74,58,homecare,town,42.46,52.16,20.31,8.62
267099017,2.09,5.09,11.93,5.09,55,homecare,town,43.99,44.58,42.42,18.66
267099018,2.1,4.61,11.33,4.61,58,homecare,town,41.9,24.59,25.88,10.84
267099019,2.0,4.69,11.39,4.69,58,homecare,town,42.27,56.86,19.84,8.39
267099020,2.46,4.8,11.68,4.8,58,homecare,town,42.74,46.64,25.31,10.82
267099021,2.32,3.89,10.86,3.89,58,homecare,town,38.93,34.39,41.3,16.08
267099022,2.11,5.27,12.13,5.27,55,homecare,town,44.8,40.84,24.66,11.05
267099023,2.26,5.17,12.04,5.17,55,homecare,town,44.35,38.78,23.9,10.6
267099024,2.28,4.81,11.66,4.81,58,homecare,town,42.76,42.79,22.22,9.5
267099025,2.34,4.73,11.58,4.73,58,homecare,town,42.43,42.0,24.88,10.56
267099026,1.36,4.32,10.9,4.32,59,homecare,town,40.88,53.25,28.43,11.62
267099027,3.07,5.09,12.06,5.09,58,homecare,town,44.0,28.48,32.22,14.18
267099028/01,2.28,4.96,11.89,4.96,58,homecare,town,43.44,28.07,20.83,9.05
267099028/02,1.69,3.99,10.86,3.99,58,homecare,town,39.42,34.87,37.81,14.9
267099029,1.18,4.35,10.83,4.35,59,homecare,town,40.98,46.83,39.66,16.25
267099030,1.25,4.28,10.77,4.28,59,homecare,town,40.69,56.88,32.43,13.2
267099031,2.68,4.51,11.48,4.51,58,homecare,town,41.55,22.31,25.06,10.41
267099032,1.39,3.44,10.35,3.44,58,homecare,town,36.72,44.7,39.56,14.53
267099033,2.18,4.94,11.78,4.94,55,homecare,town,43.38,46.91,37.35,16.2
267100001,1.17,1.44,13.16,1.44,73,homecare,address,17.06,20.71,11.3,1.93
267100002,1.06,1.41,12.97,1.41,73,homecare,address,16.48,22.18,13.88,2.29
267100003,1.31,1.81,12.46,1.81,73,homecare,address,22.56,36.53,20.28,4.58
267100004,0.44,0.58,13.0,0.58,73,homecare,address,3.88,25.12,26.83,1.04
267100005,0.59,0.78,13.05,0.78,73,homecare,address,6.5,6.78,14.22,0.92
267100006/01,0.99,1.24,13.13,1.24,73,homecare,address,13.85,17.34,17.32,2.4
267100006/02,0.8,1.02,13.11,1.02,73,homecare,address,10.18,39.19,29.75,3.03
267100007,1.12,1.71,11.97,1.71,73,homecare,address,21.09,11.29,14.19,2.99
267100008,1.06,1.56,12.51,1.56,73,homecare,address,18.99,20.36,17.45,3.31
267100009,0.87,1.35,12.62,1.35,73,homecare,address,15.57,19.9,23.72,3.69
267100010,0.82,1.22,12.82,1.22,73,homecare,address,13.35,11.5,18.32,2.45
267100011,0.2,0.8,12.46,0.8,73,homecare,address,6.75,42.27,55.78,3.77
267100012,0.16,0.73,12.43,0.73,73,homecare,address,5.86,43.83,39.76,2.33
267100013,0.33,0.73,12.34,0.73,73,homecare,address,5.88,44.74,48.7,2.86
267100014,0.7,1.24,11.9,1.24,73,homecare,address,13.77,18.73,15.02,2.07
267100015,0.62,1.12,11.97,1.12,73,homecare,address,11.87,12.59,29.81,3.54
267100016,0.71,1.3,12.04,1.3,73,homecare,address,14.88,8.19,12.95,1.93
267100017,0.85,1.45,11.95,1.45,73,homecare,address,17.2,13.98,14.17,2.44
267100018,0.46,1.06,12.21,1.06,73,homecare,address,10.69,9.39,18.22,1.95
267100019,1.0,1.6,11.94,1.6,73,homecare,address,19.46,17.23,18.94,3.69
267100020,0.98,1.57,12.06,1.57,73,homecare,address,19.11,24.64,18.66,3.57
267100021,0.91,1.48,12.24,1.48,73,homecare,address,17.7,10.54,19.21,3.4
267100022,0.84,1.38,12.41,1.38,73,homecare,address,16.09,11.23,21.57,3.47
267100023,0.27,0.64,12.79,0.64,73,homecare,address,4.7,13.94,21.74,1.02
267100024,0.47,0.79,12.88,0.79,73,homecare,address,6.66,18.26,37.08,2.47
267100025,0.36,0.9,12.55,0.9,73,homecare,address,8.31,13.05,17.6,1.46
267100026,0.56,1.02,12.68,1.02,73,homecare,address,10.14,11.55,16.53,1.68
267100027,0.76,1.08,12.96,1.08,73,homecare,address,10.99,20.3,24.11,2.65
267100028,0.72,1.14,11.92,1.14,73,homecare,address,12.1,18.51,18.87,2.28
267100029,0.79,1.37,11.87,1.37,73,homecare,address,15.9,24.98,24.69,3.93
267100030,0.63,1.22,12.02,1.22,73,homecare,address,13.35,21.38,21.81,2.91
267100031,1.0,1.22,11.87,1.22,73,homecare,address,13.46,12.3,28.62,3.85
267100032,0.67,0.94,12.12,0.94,73,homecare,address,8.88,29.3,19.01,1.69
267100033,0.82,1.18,11.87,1.18,73,homecare,address,12.69,17.08,19.58,2.48
267100034,1.72,2.19,10.88,2.19,73,homecare,address,27.1,34.78,31.11,8.43
267100035,1.57,2.01,11.04,2.01,73,homecare,address,25.15,35.33,25.64,6.45
267100036,1.48,1.88,11.17,1.88,73,homecare,address,23.39,39.29,23.62,5.52
267100037,1.57,2.08,11.03,2.08,73,homecare,address,25.85,14.6,28.97,7.49
267100038,1.29,1.78,11.31,1.78,73,homecare,address,22.07,27.05,23.48,5.18
267100039,1.44,1.93,11.15,1.93,73,homecare,address,24.13,34.5,40.58,9.79
267100040,1.29,1.87,11.43,1.87,73,homecare,address,23.28,25.34,22.41,5.22
267100041,1.61,2.18,11.1,2.18,73,homecare,address,27.03,35.7,31.18,8.43
267100042,1.35,1.92,11.32,1.92,73,homecare,address,23.96,30.66,31.09,7.45
267100043,1.54,2.08,11.09,2.08,73,homecare,address,25.94,38.25,36.84,9.56
267100044,1.29,1.84,11.33,1.84,73,homecare,address,22.88,33.62,37.98,8.69
267100045,1.06,1.64,11.66,1.64,73,homecare,address,20.18,20.25,26.39,5.33
267100046,1.04,1.61,11.61,1.61,73,homecare,address,19.74,16.44,15.15,2.99
267100047,0.92,1.47,11.7,1.47,73,homecare,address,17.52,27.09,22.74,3.98
267100048,1.07,1.6,11.54,1.6,73,homecare,address,19.5,19.76,26.02,5.07
267100049,1.58,2.17,11.23,2.17,73,homecare,address,26.88,29.63,16.97,4.56
267100050,1.14,1.61,11.46,1.61,73,homecare,address,19.8,17.77,19.66,3.89
267100051,0.97,1.41,11.65,1.41,73,homecare,address,16.53,28.88,26.47,4.38
267100052,0.88,1.37,11.72,1.37,73,homecare,address,15.89,13.79,37.7,5.99
267100053,1.77,2.31,10.87,2.31,73,homecare,address,28.51,49.66,24.78,7.06
267100054,1.32,1.91,11.48,1.91,73,homecare,address,23.81,15.66,27.06,6.44
267100055,1.06,1.32,11.76,1.32,73,homecare,address,15.17,24.53,27.73,4.21
267100056,1.05,1.37,11.69,1.37,73,homecare,address,15.85,21.34,17.72,2.81
267100057,1.24,1.65,11.4,1.65,73,homecare,address,20.3,30.32,28.9,5.87
267100058,1.09,1.47,11.58,1.47,73,homecare,address,17.5,30.73,23.07,4.04
267100059,1.75,1.83,11.57,1.83,73,homecare,address,22.77,33.43,21.05,4.79
267100060,1.76,1.93,11.33,1.93,73,homecare,address,24.11,21.27,18.69,4.51
267100061,1.46,1.63,11.57,1.63,73,homecare,address,19.99,22.88,28.14,5.63
267100062,1.66,1.92,11.23,1.92,73,homecare,address,23.9,18.25,24.84,5.94
267100063,1.49,1.73,11.41,1.73,73,homecare,address,21.47,21.15,25.07,5.38
267100064,1.93,2.13,11.11,2.13,73,homecare,address,26.46,15.46,23.2,6.14
267100065,1.99,2.11,11.27,2.11,73,homecare,address,26.26,22.55,34.83,9.15
267100066,1.73,2.14,10.91,2.14,73,homecare,address,26.55,35.26,23.27,6.18
267100067,1.76,2.18,10.87,2.18,73,homecare,address,27.02,30.77,42.35,11.44
267100068,1.71,2.03,11.06,2.03,73,homecare,address,25.35,52.45,42.0,10.65
267100069,1.78,2.14,10.92,2.14,73,homecare,address,26.63,38.27,19.49,5.19
267100070,2.22,2.38,10.99,2.38,73,homecare,address,29.25,17.2,35.58,10.41
267100071,2.21,2.45,10.77,2.45,73,homecare,address,29.9,35.25,26.87,8.03
267100072,1.48,1.81,11.27,1.81,73,homecare,address,22.45,30.96,26.04,5.85
267100073,1.31,1.63,11.44,1.63,73,homecare,address,20.07,28.71,20.23,4.06
267100074,1.85,2.16,10.95,2.16,73,homecare,address,26.78,30.19,16.16,4.33
267100075,1.85,2.11,11.03,2.11,73,homecare,address,26.3,13.9,16.21,4.26
267100076,1.97,2.49,10.64,2.49,73,homecare,address,30.25,36.29,27.89,8.44
267100077,1.96,2.45,10.64,2.45,73,homecare,address,29.97,34.16,28.4,8.51
267100078,1.89,2.36,10.71,2.36,73,homecare,address,28.97,24.64,16.89,4.89
267100079,2.02,2.47,10.59,2.47,73,homecare,address,30.09,32.3,21.54,6.48
267100080,1.8,2.3,10.8,2.3,73,homecare,address,28.4,41.55,21.05,5.98
267100081,2.21,2.51,10.3,2.51,73,homecare,town,30.4,29.66,18.12,5.51
267100082,1.98,2.52,10.67,2.52,73,homecare,address,30.49,49.05,22.34,6.81
267100083,2.45,2.65,10.67,2.65,73,homecare,address,31.65,43.3,33.89,10.73
267100084,2.34,2.63,10.5,2.63,73,homecare,town,31.44,42.67,21.62,6.8
267100085,2.02,2.3,10.84,2.3,73,homecare,address,28.36,45.73,23.09,6.55
267100086,2.13,2.44,10.68,2.44,73,homecare,address,29.83,39.59,30.54,9.11
267100087,2.15,2.5,10.57,2.5,73,homecare,address,30.35,29.32,29.52,8.96
267100088,1.97,2.32,10.75,2.32,73,homecare,address,28.67,26.18,14.94,4.28
267100089,1.92,2.31,10.74,2.31,73,homecare,address,28.5,41.59,18.49,5.27
267100090,2.35,2.56,10.44,2.56,73,homecare,town,30.79,33.2,25.19,7.76
267100091,2.2,2.4,10.28,2.4,73,homecare,town,29.39,47.16,18.88,5.55
267100092/01,2.04,2.24,10.12,2.24,73,homecare,town,27.66,47.32,19.19,5.31
267100092/02,2.11,2.36,10.24,2.36,73,homecare,town,29.0,48.5,18.3,5.31
267101001,0.23,0.38,12.8,0.38,73,homecare,address,1.84,31.51,55.58,1.02
267101002,0.5,0.24,12.82,0.24,73,homecare,address,0.74,26.05,38.86,0.29
267101003,1.39,0.97,12.96,0.97,72,homecare,address,9.38,43.88,41.34,3.88
267101004,0.45,0.56,12.5,0.56,73,homecare,address,3.62,42.09,53.73,1.95
267101005,0.97,1.11,12.02,1.11,73,homecare,address,11.66,29.02,45.98,5.36
267101006,1.16,1.24,11.97,1.24,73,homecare,address,13.82,17.41,36.21,5.0
267101007,1.1,1.09,12.17,1.09,73,homecare,address,11.3,21.01,52.27,5.91
267101008,1.2,1.1,12.28,1.1,73,homecare,address,11.49,24.08,60.09,6.9
267101009,1.36,1.31,12.1,1.31,73,homecare,address,15.0,30.87,62.25,9.34
267101010,1.4,1.25,12.3,1.25,73,homecare,address,14.0,16.78,64.01,8.96
267101011,1.61,1.51,12.11,1.51,73,homecare,address,18.15,27.86,41.34,7.5
267101012,1.6,1.6,11.86,1.6,73,homecare,address,19.5,25.41,58.25,11.36
267101013,0.78,0.53,12.7,0.53,73,homecare,address,3.26,30.27,48.37,1.58
267101014,1.19,0.98,12.52,0.98,73,homecare,address,9.46,37.05,64.92,6.14
267101015,0.98,0.81,12.51,0.81,73,homecare,address,6.92,16.34,49.41,3.42
267101016,1.11,0.75,12.81,0.75,73,homecare,address,6.13,11.96,29.62,1.82
267101017,1.35,1.02,12.75,1.02,72,homecare,address,10.07,43.17,62.73,6.32
267101018/267102004,2.09,2.29,11.53,2.29,73,homecare,address,28.21,52.95,54.07,15.25
267101019,1.63,1.67,11.73,1.67,73,homecare,address,20.67,27.96,38.78,8.02
267102001,0.43,2.7,12.97,2.7,72,homecare,address,32.06,38.62,31.71,10.17
267102002,1.39,1.58,13.01,1.58,72,homecare,address,19.22,10.36,21.24,4.08
267102003,1.45,1.58,13.42,1.58,72,homecare,address,19.18,14.2,6.18,1.19
267102004,1.56,1.41,13.17,1.41,72,homecare,address,16.45,11.03,11.08,1.82
267103001,1.62,1.61,13.92,1.61,73,homecare,address,19.69,39.48,19.27,3.79
267103001/01,0.7,0.6,13.28,0.6,73,homecare,address,4.11,8.62,6.49,0.27
267103001/02,0.82,0.78,13.36,0.78,73,homecare,address,6.48,3.99,7.67,0.5
267103001/03,1.09,1.04,13.58,1.04,73,homecare,address,10.37,9.23,7.22,0.75
267103001/04,1.58,1.51,13.98,1.51,73,homecare,address,18.22,34.95,15.25,2.78
267103001/05,1.67,1.57,14.1,1.57,73,homecare,address,19.09,16.55,8.05,1.54
267103001/06,1.77,1.64,14.21,1.64,73,homecare,address,20.22,17.24,8.07,1.63
267103001/07,1.71,1.53,14.2,1.53,73,homecare,address,18.56,42.97,15.27,2.83
267103001/08,1.73,1.53,14.25,1.53,73,homecare,address,18.42,38.28,14.38,2.65
267103001/09,1.49,1.3,14.02,1.3,73,homecare,address,14.73,8.12,5.92,0.87
267103001/10,1.86,1.56,14.43,1.56,72,homecare,address,18.96,47.63,16.12,3.06
267103001/11,1.54,1.14,14.13,1.14,72,homecare,address,12.2,23.91,11.72,1.43
267103001/12,1.66,1.27,14.26,1.27,72,homecare,address,14.33,25.84,11.79,1.69
267103001/13,1.96,1.57,14.55,1.57,72,homecare,address,19.01,29.68,11.63,2.21
267103001/14,1.58,1.14,14.17,1.14,72,homecare,address,12.13,8.41,8.09,0.98
267103001/15,1.75,1.32,14.34,1.32,72,homecare,address,15.14,48.04,30.72,4.65
267103001/16,1.84,1.4,14.43,1.4,72,homecare,address,16.28,8.89,7.06,1.15
267103001/17,2.0,1.54,14.58,1.54,72,homecare,address,18.67,13.91,10.56,1.97
267103001/18,2.12,1.75,14.77,1.75,72,homecare,address,21.74,14.63,7.66,1.67
267103002,1.43,1.7,14.63,1.7,72,homecare,address,20.98,12.35,26.21,5.5
267103003/01,2.35,2.04,15.0,2.04,72,homecare,address,25.45,33.73,40.26,10.25
267103003/02,1.26,0.67,13.48,0.67,72,homecare,address,5.0,20.13,36.22,1.81
267103004/01,1.12,0.79,13.72,0.79,73,homecare,address,6.65,24.11,10.28,0.68
267103004/02,1.5,1.14,14.1,1.14,72,homecare,address,12.19,45.14,26.05,3.18
267103004/03,1.3,0.86,13.88,0.86,72,homecare,address,7.56,25.59,14.38,1.09
267103004/04,1.19,0.78,13.78,0.78,72,homecare,address,6.46,26.32,15.57,1.01
267103004/05,1.0,0.63,13.59,0.63,73,homecare,address,4.52,36.14,22.58,1.02
267103005,1.41,1.68,14.53,1.68,72,homecare,address,20.73,11.12,27.9,5.78
267103006,1.78,1.32,14.18,1.32,72,homecare,address,15.07,19.03,36.35,5.48
267103007,1.87,1.35,14.39,1.35,72,homecare,address,15.49,49.65,51.51,7.98
267103008,1.67,1.17,14.22,1.17,72,homecare,address,12.62,35.81,25.32,3.2
267103009,1.56,0.98,13.97,0.98,72,homecare,address,9.55,28.95,43.83,4.19
267103010,1.61,1.07,14.1,1.07,72,homecare,address,10.81,41.68,51.59,5.58
267103011,1.53,1.62,14.58,1.62,72,homecare,address,19.88,15.32,36.59,7.27
267103012/01,1.45,1.54,13.65,1.54,73,homecare,address,18.67,39.11,17.27,3.22
267103012/02,1.37,1.45,13.62,1.45,73,homecare,address,17.15,36.98,13.21,2.27
267103013,1.28,1.45,13.43,1.45,73,homecare,address,17.19,33.9,19.04,3.27
267103014,1.16,1.34,13.35,1.34,73,homecare,address,15.39,41.1,18.23,2.81
267103015,0.61,0.26,13.18,0.26,73,homecare,address,0.85,2.46,23.82,0.2
267103016/01,1.0,0.55,13.57,0.55,73,homecare,address,3.49,19.17,10.82,0.38
267103016/02,1.19,0.71,13.76,0.71,72,homecare,address,5.59,25.63,18.68,1.04
267103016/03,1.27,0.78,13.82,0.78,72,homecare,address,6.49,17.07,18.16,1.18
267103017,1.38,1.39,13.71,1.39,73,homecare,address,16.22,39.55,16.14,2.62
267103018,1.21,1.29,13.53,1.29,73,homecare,address,14.6,32.26,12.97,1.89
267103019,1.04,1.2,13.32,1.2,73,homecare,address,13.02,23.77,14.87,1.94
267103020,1.49,0.89,13.8,0.89,72,homecare,address,8.08,34.98,36.82,2.98
267103021,1.41,0.85,13.88,0.85,72,homecare,address,7.5,25.16,33.92,2.54
267103022,1.18,0.58,13.55,0.58,72,homecare,address,3.92,34.21,54.98,2.16
267103023,0.99,0.39,13.35,0.39,72,homecare,address,1.87,27.84,32.71,0.61
267103024,0.71,0.12,13.09,0.12,73,homecare,address,0.21,18.55,33.05,0.07
267103025,0.82,0.24,13.28,0.24,73,homecare,address,0.75,27.07,40.91,0.31
267103026,0.88,0.31,13.36,0.31,73,homecare,address,1.24,28.95,40.33,0.5
267103027,1.05,0.48,13.52,0.48,72,homecare,address,2.8,24.77,51.88,1.45
267103028,1.15,0.58,13.62,0.58,72,homecare,address,3.95,25.35,38.42,1.52
267103029,1.24,0.7,13.75,0.7,72,homecare,address,5.38,26.69,42.76,2.3
267103030,1.23,0.74,13.13,0.74,72,homecare,address,5.95,32.55,36.79,2.19
267103031,1.33,0.76,13.41,0.76,72,homecare,address,6.3,26.13,33.41,2.1
267104001,3.89,13.18,19.59,13.18,52,homecare,county,65.01,41.26,43.34,28.18
267104002,1.94,13.04,19.73,13.04,51,homecare,town,64.63,47.54,40.61,26.25
267104003,5.11,16.53,23.14,16.53,47,homecare,county,73.49,38.68,45.37,33.34
267104004,0.53,13.92,20.73,13.92,47,homecare,town,67.2,46.17,31.49,21.16
267104005,0.54,14.07,20.86,14.07,47,homecare,town,67.62,39.5,34.81,23.54
267104006,0.76,14.05,20.82,14.05,47,homecare,town,67.56,36.39,22.39,15.13
267104007,0.48,14.0,20.87,14.0,47,homecare,town,67.47,55.14,53.88,36.35
267104008,0.34,14.02,20.88,14.02,47,homecare,town,67.5,47.3,58.84,39.72
267104009,0.21,14.05,20.9,14.05,47,homecare,town,67.57,60.41,48.55,32.81
267104010/01,0.34,13.88,20.72,13.88,47,homecare,town,67.06,63.59,38.52,25.83
267104010/02,0.5,13.76,20.61,13.76,47,homecare,town,66.72,38.45,28.76,19.19
267104011,0.87,13.35,20.2,13.35,44,homecare,town,65.58,34.57,28.86,18.93
267104012,0.58,13.76,20.57,13.76,47,homecare,town,66.73,60.51,31.61,21.09
267104013,0.46,13.89,20.7,13.89,47,homecare,town,67.07,54.55,37.57,25.2
267104014,0.96,13.98,20.74,13.98,47,homecare,town,67.42,58.55,37.1,25.01
