sa_pub2022,ed_id_str,ed_name,deprivation_score
068006003,068006,DANGAN,2.05
068006004,068006,DANGAN,2.05
068006005,068006,DANGAN,2.05
068006006,068006,DANGAN,2.05
068006007,068006,DANGAN,2.05
068006008,068006,DANGAN,2.05
068006009,068006,DANGAN,2.05
068006010,068006,DANGAN,2.05
068006011,068006,DANGAN,2.05
068006012,068006,DANGAN,2.05
068006013,068006,DANGAN,2.05
068006014,068006,DANGAN,2.05
068006015,068006,DANGAN,2.05
068007001,068007,EYRE SQUARE,9.15
068007002,068007,EYRE SQUARE,9.15
068007003,068007,EYRE SQUARE,9.15
068007004,068007,EYRE SQUARE,9.15
068007005/068007017/068007013,068007,EYRE SQUARE,9.15
068007006,068007,EYRE SQUARE,9.15
068007007,068007,EYRE SQUARE,9.15
068007008,068007,EYRE SQUARE,9.15
068007009,068007,EYRE SQUARE,9.15
068007010,068007,EYRE SQUARE,9.15
068007011,068007,EYRE SQUARE,9.15
068007012,068007,EYRE SQUARE,9.15
068007014,068007,EYRE SQUARE,9.15
068007015,068007,EYRE SQUARE,9.15
068007016,068007,EYRE SQUARE,9.15
068008001,068008,KNOCKNACARRAGH,7.6
068008002,068008,KNOCKNACARRAGH,7.6
068008003,068008,KNOCKNACARRAGH,7.6
068008004,068008,KNOCKNACARRAGH,7.6
068008005,068008,KNOCKNACARRAGH,7.6
068008006,068008,KNOCKNACARRAGH,7.6
068009001,068009,LOUGH ATALIA,0.91
068009002,068009,LOUGH ATALIA,0.91
068009003,068009,LOUGH ATALIA,0.91
068009004,068009,LOUGH ATALIA,0.91
068010001,068010,MENLOUGH,4.23
068010002,068010,MENLOUGH,4.23
068010003,068010,MENLOUGH,4.23
068010004,068010,MENLOUGH,4.23
068010005,068010,MENLOUGH,4.23
068010006,068010,MENLOUGH,4.23
068010007,068010,MENLOUGH,4.23
068010008,068010,MENLOUGH,4.23
068010009,068010,MENLOUGH,4.23
068010010,068010,MENLOUGH,4.23
068010011,068010,MENLOUGH,4.23
068010012,068010,MENLOUGH,4.23
068010013,068010,MENLOUGH,4.23
068010014,068010,MENLOUGH,4.23
068010015,068010,MENLOUGH,4.23
068010016,068010,MENLOUGH,4.23
068010017,068010,MENLOUGH,4.23
068010018,068010,MENLOUGH,4.23
068010019,068010,MENLOUGH,4.23
068010020,068010,MENLOUGH,4.23
068011001,068011,MERVUE,-3.02
068011002,068011,MERVUE,-3.02
068011003,068011,MERVUE,-3.02
068011004,068011,MERVUE,-3.02
068011005,068011,MERVUE,-3.02
068011006,068011,MERVUE,-3.02
068011007,068011,MERVUE,-3.02
068011008,068011,MERVUE,-3.02
068012001/068012002,068012,MURROOGH,7.07
068012003,068012,MURROOGH,7.07
068012004/068012006,068012,MURROOGH,7.07
068012005,068012,MURROOGH,7.07
068012007,068012,MURROOGH,7.07
068012008,068012,MURROOGH,7.07
068012009,068012,MURROOGH,7.07
068012010,068012,MURROOGH,7.07
068012011,068012,MURROOGH,7.07
068012012,068012,MURROOGH,7.07
068013001,068013,NEWCASTLE,-7.45
068013002,068013,NEWCASTLE,-7.45
068013003,068013,NEWCASTLE,-7.45
068013004,068013,NEWCASTLE,-7.45
068013005,068013,NEWCASTLE,-7.45
068013006,068013,NEWCASTLE,-7.45
068013007,068013,NEWCASTLE,-7.45
068013008,068013,NEWCASTLE,-7.45
068014001,068014,NUNS ISLAND,7.7
068014002,068014,NUNS ISLAND,7.7
068014003,068014,NUNS ISLAND,7.7
068014004,068014,NUNS ISLAND,7.7
068014005,068014,NUNS ISLAND,7.7
068014006,068014,NUNS ISLAND,7.7
068014007,068014,NUNS ISLAND,7.7
068014008,068014,NUNS ISLAND,7.7
068014009,068014,NUNS ISLAND,7.7
068015001,068015,RAHOON,4.89
068015002,068015,RAHOON,4.89
068015003,068015,RAHOON,4.89
068015004,068015,RAHOON,4.89
068015005,068015,RAHOON,4.89
068015006,068015,RAHOON,4.89
068015007,068015,RAHOON,4.89
068015008,068015,RAHOON,4.89
068015009,068015,RAHOON,4.89
068015010,068015,RAHOON,4.89
068015011/01,068015,RAHOON,4.89
068015011/02,068015,RAHOON,4.89
068016001/068016003,068016,RENMORE,3.46
068016002,068016,RENMORE,3.46
068016004,068016,RENMORE,3.46
068016005,068016,RENMORE,3.46
068016006,068016,RENMORE,3.46
068016007,068016,RENMORE,3.46
068017001,068017,ROCKBARTON,7.45
068017002,068017,ROCKBARTON,7.45
068017003,068017,ROCKBARTON,7.45
068017004,068017,ROCKBARTON,7.45
068017005,068017,ROCKBARTON,7.45
068017006,068017,ROCKBARTON,7.45
068018001,068018,SALTHILL,7.43
068018002,068018,SALTHILL,7.43
068018003,068018,SALTHILL,7.43
068018004,068018,SALTHILL,7.43
068018005,068018,SALTHILL,7.43
068018006,068018,SALTHILL,7.43
068018007,068018,SALTHILL,7.43
068018008,068018,SALTHILL,7.43
068018009/01,068018,SALTHILL,7.43
068018009/02,068018,SALTHILL,7.43
068018010,068018,SALTHILL,7.43
068018011,068018,SALTHILL,7.43
068018012,068018,SALTHILL,7.43
068018013,068018,SALTHILL,7.43
068018014,068018,SALTHILL,7.43
068018015,068018,SALTHILL,7.43
068019001,068019,SHANTALLA,-4.8
068019002,068019,SHANTALLA,-4.8
068019003,068019,SHANTALLA,-4.8
068019004,068019,SHANTALLA,-4.8
068019005,068019,SHANTALLA,-4.8
068019006,068019,SHANTALLA,-4.8
068019007,068019,SHANTALLA,-4.8
068020001,068020,St. NICHOLAS,7.42
068020002,068020,St. NICHOLAS,7.42
068020003,068020,St. NICHOLAS,7.42
068020004,068020,St. NICHOLAS,7.42
068020005,068020,St. NICHOLAS,7.42
068020006,068020,St. NICHOLAS,7.42
068020007,068020,St. NICHOLAS,7.42
068020008,068020,St. NICHOLAS,7.42
068020009,068020,St. NICHOLAS,7.42
068020010,068020,St. NICHOLAS,7.42
068020011,068020,St. NICHOLAS,7.42
068020012,068020,St. NICHOLAS,7.42
068020013,068020,St. NICHOLAS,7.42
068020014,068020,St. NICHOLAS,7.42
068021001,068021,TAYLORS HILL,3.8
068021002,068021,TAYLORS HILL,3.8
068021003,068021,TAYLORS HILL,3.8
068021004,068021,TAYLORS HILL,3.8
068021005,068021,TAYLORS HILL,3.8
068021006,068021,TAYLORS HILL,3.8
068021007,068021,TAYLORS HILL,3.8
068021008,068021,TAYLORS HILL,3.8
068021009,068021,TAYLORS HILL,3.8
068021010,068021,TAYLORS HILL,3.8
068021011,068021,TAYLORS HILL,3.8
068022001,068022,WELLPARK,3.92
068022002,068022,WELLPARK,3.92
068022003,068022,WELLPARK,3.92
068022004,068022,WELLPARK,3.92
068022005,068022,WELLPARK,3.92
068022006,068022,WELLPARK,3.92
077001001,077001,ABBEYDORNEY,-3.38
077001002,077001,ABBEYDORNEY,-3.38
077001003,077001,ABBEYDORNEY,-3.38
077001004,077001,ABBEYDORNEY,-3.38
077001005,077001,ABBEYDORNEY,-3.38
077002001,077002,AGHADOE,7.18
077002002,077002,AGHADOE,7.18
077002003,077002,AGHADOE,7.18
077003001,077003,AGLISH,2.38
077003002,077003,AGLISH,2.38
077004001,077004,ARABELA,-3.66
077004002,077004,ARABELA,-3.66
077004003,077004,ARABELA,-3.66
077004004,077004,ARABELA,-3.66
077004005,077004,ARABELA,-3.66
077005001,077005,ARDAGH,-11.4
077005002,077005,ARDAGH,-11.4
077005003,077005,ARDAGH,-11.4
077006001,077006,ARDEA,-0.98
077006002,077006,ARDEA,-0.98
077007001,077007,ARDFERT,-4.59
077007002,077007,ARDFERT,-4.59
077007003,077007,ARDFERT,-4.59
077007004,077007,ARDFERT,-4.59
077008001,077008,ASTEE,1.4
077008002,077008,ASTEE,1.4
077009001,077009,BAHAGHS,1.0
077010001,077010,BALLINCLOHER,-1.65
077010002,077010,BALLINCLOHER,-1.65
077011001,077011,BALLINSKELLIGS,-4.65
077011002/077011003/077011006,077011,BALLINSKELLIGS,-4.65
077011004/077011005,077011,BALLINSKELLIGS,-4.65
077012001,077012,BALLINVOHER,0.61
077012002/077012003,077012,BALLINVOHER,0.61
077013001,077013,BALLYBRACK,-6.67
077014001,077014,BALLYCONRY,-3.74
077014002,077014,BALLYCONRY,-3.74
077015001,077015,BALLYDUFF,-8.51
077015002,077015,BALLYDUFF,-8.51
077015003,077015,BALLYDUFF,-8.51
077015004,077015,BALLYDUFF,-8.51
077016001,077016,BALLYDUFF,-2.88
077017001,077017,BALLYEGAN,1.57
077018001,077018,BALLYEGAN,-5.73
077019001,077019,BALLYHAR,2.69
077020001/077020008,077020,BALLYHEIGE,-9.57
077020002/077020003,077020,BALLYHEIGE,-9.57
077020004,077020,BALLYHEIGE,-9.57
077020005,077020,BALLYHEIGE,-9.57
077020007/077020006,077020,BALLYHEIGE,-9.57
077020009,077020,BALLYHEIGE,-9.57
077021001,077021,BALLYHORGAN,-0.32
077021002,077021,BALLYHORGAN,-0.32
077022001,077022,BALLYNACOURTY,0.22
077022002,077022,BALLYNACOURTY,0.22
077023001,077023,BALLYNAHAGLISH,6.49
077023002,077023,BALLYNAHAGLISH,6.49
077023003,077023,BALLYNAHAGLISH,6.49
077023004,077023,BALLYNAHAGLISH,6.49
077023005,077023,BALLYNAHAGLISH,6.49
077023006,077023,BALLYNAHAGLISH,6.49
077023007,077023,BALLYNAHAGLISH,6.49
077024001,077024,BALLYNORIG,-1.95
077024002,077024,BALLYNORIG,-1.95
077025001,077025,BALLYSEEDY,-1.68
077025003/01,077025,BALLYSEEDY,-1.68
077025003/02/077025002,077025,BALLYSEEDY,-1.68
077025004,077025,BALLYSEEDY,-1.68
077025005,077025,BALLYSEEDY,-1.68
077025006,077025,BALLYSEEDY,-1.68
077026001,077026,BANAWN,-0.19
077027001,077027,BANNA,-0.11
077027002/077027003,077027,BANNA,-0.11
077027004,077027,BANNA,-0.11
077027005/077027006,077027,BANNA,-0.11
077028001,077028,BAURTREGAUM,-1.44
077028002,077028,BAURTREGAUM,-1.44
077029001,077029,BEAL,7.98
077030001/077030002,077030,BLENNERVILLE,0.79
077030003,077030,BLENNERVILLE,0.79
077030004,077030,BLENNERVILLE,0.79
077031001,077031,BOOLTEENS,-0.11
077031002,077031,BOOLTEENS,-0.11
077032001,077032,BRANDON,-1.46
077033001,077033,BREWSTERFIELD,7.24
077033002,077033,BREWSTERFIELD,7.24
077033003,077033,BREWSTERFIELD,7.24
077034001,077034,BROSNA,-2.99
077034002,077034,BROSNA,-2.99
077034004/077034003,077034,BROSNA,-2.99
077035001,077035,CAHER,-5.4
077035002,077035,CAHER,-5.4
077035003,077035,CAHER,-5.4
077035004,077035,CAHER,-5.4
077035005/077035008,077035,CAHER,-5.4
077035006,077035,CAHER,-5.4
077035007,077035,CAHER,-5.4
077035009,077035,CAHER,-5.4
077035010,077035,CAHER,-5.4
077035011,077035,CAHER,-5.4
077035012,077035,CAHER,-5.4
077036001/077036003,077036,CAHERDANIEL,-2.96
077036002,077036,CAHERDANIEL,-2.96
077036004/077036005/077036006,077036,CAHERDANIEL,-2.96
077037001/077133001,077037/077133,MASTERGEEHY/CANUIG,-3.43
077038001,077038,CAPPAGH,1.35
077038002,077038,CAPPAGH,1.35
077039001,077039,CARKER,-3.6
077039002,077039,CARKER,-3.6
077040001,077040,CARAGH,5.49
077040002,077040,CARAGH,5.49
077040003,077040,CARAGH,5.49
077040004,077040,CARAGH,5.49
077040005,077040,CARAGH,5.49
077040006,077040,CARAGH,5.49
077040007,077040,CARAGH,5.49
077041001,077041,CARRIG,-8.73
077041002,077041,CARRIG,-8.73
077042001,077042,CASTLECOVE,-2.63
077042002/077042003/077042004,077042,CASTLECOVE,-2.63
077043001,077043,CASTLEGREGORY,-0.83
077043002/077043006,077043,CASTLEGREGORY,-0.83
077043003,077043,CASTLEGREGORY,-0.83
077043004,077043,CASTLEGREGORY,-0.83
077043005/077043007,077043,CASTLEGREGORY,-0.83
077043008,077043,CASTLEGREGORY,-0.83
077044001,077044,CASTLEISLAND,-5.17
077044002,077044,CASTLEISLAND,-5.17
077044003,077044,CASTLEISLAND,-5.17
077044004,077044,CASTLEISLAND,-5.17
077044005,077044,CASTLEISLAND,-5.17
077044006,077044,CASTLEISLAND,-5.17
077044007,077044,CASTLEISLAND,-5.17
077044008,077044,CASTLEISLAND,-5.17
077044009,077044,CASTLEISLAND,-5.17
077044010,077044,CASTLEISLAND,-5.17
077044011,077044,CASTLEISLAND,-5.17
077044012,077044,CASTLEISLAND,-5.17
077044013,077044,CASTLEISLAND,-5.17
077044014,077044,CASTLEISLAND,-5.17
077045001/077045002,077045,CASTLEQUIN,-2.36
077045003,077045,CASTLEQUIN,-2.36
077045004,077045,CASTLEQUIN,-2.36
077046001,077046,CAUSEWAY,-5.15
077046002,077046,CAUSEWAY,-5.15
077046003,077046,CAUSEWAY,-5.15
077047001,077047,CHURCHTOWN,2.48
077047002,077047,CHURCHTOWN,2.48
077048001,077048,CLOGHANE,5.62
077048002/077048003,077048,CLOGHANE,5.62
077049001,077049,CLOGHERBRIEN,3.76
077049002,077049,CLOGHERBRIEN,3.76
077049004,077049,CLOGHERBRIEN,3.76
077049005/01/077049003,077049,CLOGHERBRIEN,3.76
077049005/02,077049,CLOGHERBRIEN,3.76
077049006,077049,CLOGHERBRIEN,3.76
077050001,077064/077050,DERRIANA/CLOON,-18.49
077051001,077051,CLOONTUBBRID,-4.83
077052001,077052,CLYDAGH,7.01
077053001,077053,COOLIES,7.73
077053002,077053,COOLIES,7.73
077053003,077053,COOLIES,7.73
077054001,077054,COOM,-1.33
077054002,077054,COOM,-1.33
077054003,077054,COOM,-1.33
077054004,077054,COOM,-1.33
077054005,077054,COOM,-1.33
077054006,077054,COOM,-1.33
077054007,077054,COOM,-1.33
077055001,077055,CORDAL,-2.84
077056001,077056,CRINNY,0.5
077057001,077057,CURRAGHBEG,-6.33
077058001,077058,CURRAGHMORE,3.02
077058002,077058,CURRAGHMORE,3.02
077059001,077059,CURRANS,-5.72
077060001/077060002/077060003,077060,DARRYNANE,8.02
077060004,077060,DARRYNANE,8.02
077061001/077061003,077061,DAWROS,1.77
077061002/077061006,077061,DAWROS,1.77
077061004,077061,DAWROS,1.77
077061005,077061,DAWROS,1.77
077062001,077062,DEELIS,-1.14
077062002,077062,DEELIS,-1.14
077063001,077063,DERREEN,-11.63
077064001,077064/077050,DERRIANA/CLOON,-18.49
077065001,077065,DINGLE,2.86
077065002,077065,DINGLE,2.86
077065003,077065,DINGLE,2.86
077065004,077065,DINGLE,2.86
077065005,077065,DINGLE,2.86
077065006,077065,DINGLE,2.86
077065007,077065,DINGLE,2.86
077065008,077065,DINGLE,2.86
077065009,077065,DINGLE,2.86
077066001,077066,DOOCARRIG,-0.22
077066002,077066,DOOCARRIG,-0.22
077066003,077066,DOOCARRIG,-0.22
077067001,077067,DOON,3.61
077067002,077067,DOON,3.61
077067003,077067,DOON,3.61
077068001,077068,DROMIN,5.37
077068002,077068,DROMIN,5.37
077068003,077068,DROMIN,5.37
077069001,077069,DROMMARTIN,-6.9
077069002,077069,DROMMARTIN,-6.9
077070001,077070,DROMORE,3.34
077070002/077070003,077070,DROMORE,3.34
077071001/077071002,077071,DUAGH,-3.62
077071004/077071003,077071,DUAGH,-3.62
077072001/077072003,077072,DUNLOE,1.87
077072002,077072,DUNLOE,1.87
077072004,077072,DUNLOE,1.87
077073001/077073002,077073,DUNQUIN,4.52
077073003,077073,DUNQUIN,4.52
077074001/077074002,077074,DUNURLIN,-0.73
077074003,077074,DUNURLIN,-0.73
077074004,077074,DUNURLIN,-0.73
077075001,077075,EMLAGH,-2.43
077075002,077075,EMLAGH,-2.43
077075003,077075,EMLAGH,-2.43
077075004,077075,EMLAGH,-2.43
077075005,077075,EMLAGH,-2.43
077075006,077075,EMLAGH,-2.43
077075007,077075,EMLAGH,-2.43
077076001,077076,ENNISMORE,-6.78
077076002,077076,ENNISMORE,-6.78
077076003,077076,ENNISMORE,-6.78
077077001,077077,FLESK,5.05
077077002,077077,FLESK,5.05
077078001,077078,GLANBEHY,-4.37
077078003/077078006,077078,GLANBEHY,-4.37
077078004/077078005,077078,GLANBEHY,-4.37
077078007/01,077078,GLANBEHY,-4.37
077078007/02/077078002/077078007/077078008,077078,GLANBEHY,-4.37
077078009,077078,GLANBEHY,-4.37
077079001,077079,GLANLEE,-8.85
077080001,077080,GLANLOUGH,-5.53
077081001/077081003,077081,GLANMORE,-6.53
077081002,077081,GLANMORE,-6.53
077082001,077082,GLINN,2.04
077082002,077082,GLINN,2.04
077082003,077082,GLINN,2.04
077082004,077082,GLINN,2.04
077082005,077082,GLINN,2.04
077082006,077082,GLINN,2.04
077082007,077082,GLINN,2.04
077082008,077082,GLINN,2.04
077082009,077082,GLINN,2.04
077083001,077083,GNEEVES,-0.91
077083002,077083,GNEEVES,-0.91
077084001,077084,GREENANE,1.14
077084002,077084,GREENANE,1.14
077085001,077085,GULLANE,-2.43
077086001,077086,GUNSBOROUGH,-1.63
077086002,077086,GUNSBOROUGH,-1.63
077087001,077087,HEADFORT,2.11
077087002,077087,HEADFORT,2.11
077087002/01,077087,HEADFORT,2.11
077087002/02,077087,HEADFORT,2.11
077088001,077088,INCH,4.47
077089001,077089,KENMARE,0.88
077089002,077089,KENMARE,0.88
077089003,077089,KENMARE,0.88
077089004,077089,KENMARE,0.88
077089005/077089007,077089,KENMARE,0.88
077089006,077089,KENMARE,0.88
077089008,077089,KENMARE,0.88
077089009,077089,KENMARE,0.88
077089010,077089,KENMARE,0.88
077089011,077089,KENMARE,0.88
077089012,077089,KENMARE,0.88
077089013,077089,KENMARE,0.88
077089014,077089,KENMARE,0.88
077089015,077089,KENMARE,0.88
077089016,077089,KENMARE,0.88
077089017,077089,KENMARE,0.88
077089018,077089,KENMARE,0.88
077090001,077090,KERRYHEAD,-7.44
077090002,077090,KERRYHEAD,-7.44
077090003,077090,KERRYHEAD,-7.44
077091001,077091,KILBONANE,2.69
077091002,077091,KILBONANE,2.69
077092001,077092,KILCUMMIN,2.87
077092002,077092,KILCUMMIN,2.87
077092003,077092,KILCUMMIN,2.87
077092004,077092,KILCUMMIN,2.87
077092005,077092,KILCUMMIN,2.87
077092006,077092,KILCUMMIN,2.87
077092007,077092,KILCUMMIN,2.87
077092008,077092,KILCUMMIN,2.87
077093001,077093,KILFEIGHNY,2.01
077093002,077093,KILFEIGHNY,2.01
077093003,077093,KILFEIGHNY,2.01
077093004,077093,KILFEIGHNY,2.01
077094001,077094,KILFELIM,0.72
077095001,077095,KILFLYN,-7.42
077096001,077096,KILGARRYLANDER,-2.34
077096002,077096,KILGARRYLANDER,-2.34
077096003,077096,KILGARRYLANDER,-2.34
077097001,077097,KILGARVAN,2.54
077097002/077097004,077097,KILGARVAN,2.54
077097003/077097005,077097,KILGARVAN,2.54
077098001,077098,KILGOBBAN,-5.12
077099001,077099,KILGOBNET,-0.48
077099002,077099,KILGOBNET,-0.48
077099003,077099,KILGOBNET,-0.48
077099004,077099,KILGOBNET,-0.48
077100001,077100,KILLAHAN,-7.18
077100002,077100,KILLAHAN,-7.18
077101001,077101,KILLARNEY RURAL,0.23
077101002,077101,KILLARNEY RURAL,0.23
077101003,077101,KILLARNEY RURAL,0.23
077101005,077101,KILLARNEY RURAL,0.23
077101006/01,077101,KILLARNEY RURAL,0.23
077101006/02,077101,KILLARNEY RURAL,0.23
077101007,077101,KILLARNEY RURAL,0.23
077101008,077101,KILLARNEY RURAL,0.23
077101009/01,077101,KILLARNEY RURAL,0.23
077101009/02,077101,KILLARNEY RURAL,0.23
077101010,077101,KILLARNEY RURAL,0.23
077101011,077101,KILLARNEY RURAL,0.23
077101012,077101,KILLARNEY RURAL,0.23
077101013,077101,KILLARNEY RURAL,0.23
077101014,077101,KILLARNEY RURAL,0.23
077101015,077101,KILLARNEY RURAL,0.23
077101016,077101,KILLARNEY RURAL,0.23
077101017/077101004,077101,KILLARNEY RURAL,0.23
077101018,077101,KILLARNEY RURAL,0.23
077101019,077101,KILLARNEY RURAL,0.23
077101020,077101,KILLARNEY RURAL,0.23
077101021,077101,KILLARNEY RURAL,0.23
077101022/01,077101,KILLARNEY RURAL,0.23
077101022/02,077101,KILLARNEY RURAL,0.23
077101023,077101,KILLARNEY RURAL,0.23
077101024,077101,KILLARNEY RURAL,0.23
077102001,077102,KILLARNEY URBAN,0.32
077102002,077102,KILLARNEY URBAN,0.32
077102003,077102,KILLARNEY URBAN,0.32
077102004,077102,KILLARNEY URBAN,0.32
077102005,077102,KILLARNEY URBAN,0.32
077102006,077102,KILLARNEY URBAN,0.32
077102007,077102,KILLARNEY URBAN,0.32
077102008,077102,KILLARNEY URBAN,0.32
077102009,077102,KILLARNEY URBAN,0.32
077102010,077102,KILLARNEY URBAN,0.32
077102011,077102,KILLARNEY URBAN,0.32
077102012,077102,KILLARNEY URBAN,0.32
077102013,077102,KILLARNEY URBAN,0.32
077102014,077102,KILLARNEY URBAN,0.32
077102015,077102,KILLARNEY URBAN,0.32
077102016,077102,KILLARNEY URBAN,0.32
077102017,077102,KILLARNEY URBAN,0.32
077102018,077102,KILLARNEY URBAN,0.32
077102019,077102,KILLARNEY URBAN,0.32
077102020,077102,KILLARNEY URBAN,0.32
077102021,077102,KILLARNEY URBAN,0.32
077102022,077102,KILLARNEY URBAN,0.32
077102023,077102,KILLARNEY URBAN,0.32
077102024,077102,KILLARNEY URBAN,0.32
077102025,077102,KILLARNEY URBAN,0.32
077102026,077102,KILLARNEY URBAN,0.32
077102027,077102,KILLARNEY URBAN,0.32
077102028,077102,KILLARNEY URBAN,0.32
077102029,077102,KILLARNEY URBAN,0.32
077102030,077102,KILLARNEY URBAN,0.32
077102031,077102,KILLARNEY URBAN,0.32
077102032,077102,KILLARNEY URBAN,0.32
077102033,077102,KILLARNEY URBAN,0.32
077102034,077102,KILLARNEY URBAN,0.32
077102035,077102,KILLARNEY URBAN,0.32
077102036,077102,KILLARNEY URBAN,0.32
077102037,077102,KILLARNEY URBAN,0.32
077102038,077102,KILLARNEY URBAN,0.32
077102039,077102,KILLARNEY URBAN,0.32
077102040,077102,KILLARNEY URBAN,0.32
077102041,077102,KILLARNEY URBAN,0.32
077102042,077102,KILLARNEY URBAN,0.32
077103001,077103,KILLEENTIERNA,-1.41
077103002,077103,KILLEENTIERNA,-1.41
077103003,077103,KILLEENTIERNA,-1.41
077103004,077103,KILLEENTIERNA,-1.41
077104001,077104,KILLEHENNY,-5.2
077104002,077104,KILLEHENNY,-5.2
077104003,077104,KILLEHENNY,-5.2
077104005,077104,KILLEHENNY,-5.2
077104006/077104007,077104,KILLEHENNY,-5.2
077104008/077104004/077104013,077104,KILLEHENNY,-5.2
077104009/077104012,077104,KILLEHENNY,-5.2
077104010,077104,KILLEHENNY,-5.2
077104011,077104,KILLEHENNY,-5.2
077104014,077104,KILLEHENNY,-5.2
077105001,077105,KILLINANE,-4.74
077105002,077105,KILLINANE,-4.74
077106001,077106,KILLORGLIN,-2.23
077106002/01,077106,KILLORGLIN,-2.23
077106002/02,077106,KILLORGLIN,-2.23
077106003,077106,KILLORGLIN,-2.23
077106004/077106014,077106,KILLORGLIN,-2.23
077106005/077106006,077106,KILLORGLIN,-2.23
077106007,077106,KILLORGLIN,-2.23
077106008,077106,KILLORGLIN,-2.23
077106009,077106,KILLORGLIN,-2.23
077106010,077106,KILLORGLIN,-2.23
077106011,077106,KILLORGLIN,-2.23
077106012/01,077106,KILLORGLIN,-2.23
077106012/02,077106,KILLORGLIN,-2.23
077106013,077106,KILLORGLIN,-2.23
077106015,077106,KILLORGLIN,-2.23
077106016/077106017,077106,KILLORGLIN,-2.23
077106018,077106,KILLORGLIN,-2.23
077106019,077106,KILLORGLIN,-2.23
077106020,077106,KILLORGLIN,-2.23
077107001/077107003,077107,KILLURY,-5.08
077107002,077107,KILLURY,-5.08
077108001/077108005,077108,KILMALKEDAR,0.48
077108002,077108,KILMALKEDAR,0.48
077108003,077108,KILMALKEDAR,0.48
077108004,077108,KILMALKEDAR,0.48
077109001,077109,KILMEANY,-1.23
077109002,077109,KILMEANY,-1.23
077109003,077109,KILMEANY,-1.23
077110001,077110,KILMURRY,-10.35
077111001,077111,KILNANARE,-2.45
077111002,077111,KILNANARE,-2.45
077111003,077111,KILNANARE,-2.45
077111004,077111,KILNANARE,-2.45
077111005,077111,KILNANARE,-2.45
077112001,077112,KILQUANE,-3.65
077112002,077112,KILQUANE,-3.65
077112003/077112004,077112,KILQUANE,-3.65
077113001,077113,KILSHENANE,-10.23
077114001,077114,KILTALLAGH,-3.74
077114002/077114003,077114,KILTALLAGH,-3.74
077115001,077115,KILTOMY,-5.81
077115002,077115,KILTOMY,-5.81
077116001,077116,KINARD,2.42
077116002,077116,KINARD,2.42
077117001,077117,KNOCKGLASS,0.38
077117002,077117,KNOCKGLASS,0.38
077118001,077118,KNOCKNAGASHEL,-5.67
077118002,077118,KNOCKNAGASHEL,-5.67
077118003,077118,KNOCKNAGASHEL,-5.67
077119001,077119,KNOCKNAHOE,0.77
077120001,077120,LACK,1.71
077120002,077120,LACK,1.71
077121001,077121,LACKABAUN,-0.38
077121002,077121,LACKABAUN,-0.38
077122001,077122,LAHARD,6.27
077122002,077122,LAHARD,6.27
077122003,077122,LAHARD,6.27
077123001,077123,LEITRIM,3.3
077123002,077123,LEITRIM,3.3
077124001,077124,LICKEEN,-8.09
077125001/077125002,077125,LISLAUGHTIN,-4.49
077125003,077125,LISLAUGHTIN,-4.49
077126001,077126,LISSELTON,0.53
077126002,077126,LISSELTON,0.53
077127001/01,077127,LISTOWEL RURAL,-1.29
077127001/02,077127,LISTOWEL RURAL,-1.29
077127002,077127,LISTOWEL RURAL,-1.29
077127003,077127,LISTOWEL RURAL,-1.29
077127004,077127,LISTOWEL RURAL,-1.29
077127005,077127,LISTOWEL RURAL,-1.29
077127006,077127,LISTOWEL RURAL,-1.29
077127007,077127,LISTOWEL RURAL,-1.29
077128001,077128,LISTOWEL URBAN,-8.2
077128002,077128,LISTOWEL URBAN,-8.2
077128003,077128,LISTOWEL URBAN,-8.2
077128004,077128,LISTOWEL URBAN,-8.2
077128005,077128,LISTOWEL URBAN,-8.2
077128006,077128,LISTOWEL URBAN,-8.2
077128007,077128,LISTOWEL URBAN,-8.2
077128008,077128,LISTOWEL URBAN,-8.2
077128009,077128,LISTOWEL URBAN,-8.2
077128010,077128,LISTOWEL URBAN,-8.2
077128011,077128,LISTOWEL URBAN,-8.2
077128012,077128,LISTOWEL URBAN,-8.2
077128013,077128,LISTOWEL URBAN,-8.2
077128014,077128,LISTOWEL URBAN,-8.2
077128015,077128,LISTOWEL URBAN,-8.2
077128016,077128,LISTOWEL URBAN,-8.2
077128017,077128,LISTOWEL URBAN,-8.2
077128018,077128,LISTOWEL URBAN,-8.2
077128019,077128,LISTOWEL URBAN,-8.2
077128020,077128,LISTOWEL URBAN,-8.2
077128021,077128,LISTOWEL URBAN,-8.2
077128022,077128,LISTOWEL URBAN,-8.2
077129002,077129,LIXNAW,-3.78
077129003,077129,LIXNAW,-3.78
077129004,077129,LIXNAW,-3.78
077129005/077129001,077129,LIXNAW,-3.78
077129006,077129,LIXNAW,-3.78
077130001,077130,LOUGHBRIN,3.85
077131001,077131,LOUGHCURRANE,3.35
077131002/077131003,077131,LOUGHCURRANE,3.35
077132001,077132,MARHIN,2.04
077132002,077132,MARHIN,2.04
077134001,077134,MAUM,-1.11
077135001,077135,MILLBROOK,-5.96
077135002,077135,MILLBROOK,-5.96
077136001,077136,MILLTOWN,-0.64
077136002/01,077136,MILLTOWN,-0.64
077136002/02,077136,MILLTOWN,-0.64
077136004,077136,MILLTOWN,-0.64
077136005/077136003,077136,MILLTOWN,-0.64
077136006,077136,MILLTOWN,-0.64
077136007/077136008,077136,MILLTOWN,-0.64
077136009,077136,MILLTOWN,-0.64
