sa_pub2022,ed_id_str,ed_name,deprivation_score
017001001,017001,AGHA,9.41
017002001,017002,BALLINACARRIG,3.21
017002002,017002,BALLINACARRIG,3.21
017002003/01,017002,BALLINACARRIG,3.21
017003001,017003,BALLINTEMPLE,1.94
017003002,017003,BALLINTEMPLE,1.94
017004001,017004,BALLON,-1.02
017004002,017004,BALLON,-1.02
017004003,017004,BALLON,-1.02
017005001,017005,BALLYELLIN,-4.41
017005002,017005,BALLYELLIN,-4.41
017006001,017006,BALLYMOON,4.7
017007001,017007,BALLYMURPHY,1.4
017008002/017008001,017008,BORRIS,-7.43
017008003,017008,BORRIS,-7.43
017008004,017008,BORRIS,-7.43
017009001,017009,BURTON HALL,6.24
017009002,017009,BURTON HALL,6.24
017010001,017010,CARLOW RURAL,-2.21
017010002,017010,CARLOW RURAL,-2.21
017010003,017010,CARLOW RURAL,-2.21
017010004,017010,CARLOW RURAL,-2.21
017010005,017010,CARLOW RURAL,-2.21
017010006/017010007,017010,CARLOW RURAL,-2.21
017010007,017010,CARLOW RURAL,-2.21
017010008,017010,CARLOW RURAL,-2.21
017010009,017010,CARLOW RURAL,-2.21
017010010,017010,CARLOW RURAL,-2.21
017010011,017010,CARLOW RURAL,-2.21
017010012/01,017010,CARLOW RURAL,-2.21
017010012/02,017010,CARLOW RURAL,-2.21
017010013,017010,CARLOW RURAL,-2.21
017010014,017010,CARLOW RURAL,-2.21
017010015,017010,CARLOW RURAL,-2.21
017010016,017010,CARLOW RURAL,-2.21
017010017,017010,CARLOW RURAL,-2.21
017010018,017010,CARLOW RURAL,-2.21
017010019,017010,CARLOW RURAL,-2.21
017010020,017010,CARLOW RURAL,-2.21
017010021,017010,CARLOW RURAL,-2.21
017010022,017010,CARLOW RURAL,-2.21
017010023,017010,CARLOW RURAL,-2.21
017010024,017010,CARLOW RURAL,-2.21
017010025,017010,CARLOW RURAL,-2.21
017010026,017010,CARLOW RURAL,-2.21
017010027,017010,CARLOW RURAL,-2.21
017010028,017010,CARLOW RURAL,-2.21
017010029/017010046,017010,CARLOW RURAL,-2.21
017010030,017010,CARLOW RURAL,-2.21
017010031,017010,CARLOW RURAL,-2.21
017010032,017010,CARLOW RURAL,-2.21
017010033,017010,CARLOW RURAL,-2.21
017010034/01,017010,CARLOW RURAL,-2.21
017010034/02,017010,CARLOW RURAL,-2.21
017010035,017010,CARLOW RURAL,-2.21
017010036,017010,CARLOW RURAL,-2.21
017010037,017010,CARLOW RURAL,-2.21
017010038,017010,CARLOW RURAL,-2.21
017010039,017010,CARLOW RURAL,-2.21
017010040,017010,CARLOW RURAL,-2.21
017010041,017010,CARLOW RURAL,-2.21
017010042,017010,CARLOW RURAL,-2.21
017010043,017010,CARLOW RURAL,-2.21
017010044,017010,CARLOW RURAL,-2.21
017010045,017010,CARLOW RURAL,-2.21
017010046,017010,CARLOW RURAL,-2.21
017010047,017010,CARLOW RURAL,-2.21
017010048,017010,CARLOW RURAL,-2.21
017010049/017010048,017010,CARLOW RURAL,-2.21
017011001,017011,CARLOW URBAN,-8.16
017011002,017011,CARLOW URBAN,-8.16
017011003,017011,CARLOW URBAN,-8.16
017011004,017011,CARLOW URBAN,-8.16
017011005,017011,CARLOW URBAN,-8.16
017011006,017011,CARLOW URBAN,-8.16
017011007,017011,CARLOW URBAN,-8.16
017011008,017011,CARLOW URBAN,-8.16
017011009,017011,CARLOW URBAN,-8.16
017011010,017011,CARLOW URBAN,-8.16
017011011,017011,CARLOW URBAN,-8.16
017011012,017011,CARLOW URBAN,-8.16
017011013,017011,CARLOW URBAN,-8.16
017011014,017011,CARLOW URBAN,-8.16
017011015,017011,CARLOW URBAN,-8.16
017011016,017011,CARLOW URBAN,-8.16
017011017,017011,CARLOW URBAN,-8.16
017011018,017011,CARLOW URBAN,-8.16
017011019,017011,CARLOW URBAN,-8.16
017011020,017011,CARLOW URBAN,-8.16
017011021,017011,CARLOW URBAN,-8.16
017011022,017011,CARLOW URBAN,-8.16
017011023,017011,CARLOW URBAN,-8.16
017011024,017011,CARLOW URBAN,-8.16
017012001,017012,CLOGRENAN,1.67
017012004/01,017012,CLOGRENAN,1.67
017012004/02,017012,CLOGRENAN,1.67
017012004/02/017012002/017012003,017012,CLOGRENAN,1.67
017013001,017013,CLONEGALL,-0.28
017013002,017013,CLONEGALL,-0.28
017013003,017013,CLONEGALL,-0.28
017013004,017013,CLONEGALL,-0.28
017014001,017014,CLONMORE,-0.42
017014002,017014,CLONMORE,-0.42
017015001,017015,COONOGUE,-2.77
017016001,017016,CORRIES,0.9
017016002,017016,CORRIES,0.9
017017001,017017,CRANEMORE,-3.54
017017002,017017,CRANEMORE,-3.54
017017003,017017,CRANEMORE,-3.54
017017004,017017,CRANEMORE,-3.54
017018002/017018001,017018,FENNAGH,1.02
017018003,017018,FENNAGH,1.02
017019001,017019,GARRYHILL,-1.61
017019002,017019,GARRYHILL,-1.61
017020001,017020,GLYNN,-0.64
017021001,017021,GRANGEFORD,1.16
017021002,017021,GRANGEFORD,1.16
017022001,017022,HACKETSTOWN,-10.24
017022002,017022,HACKETSTOWN,-10.24
017022003,017022,HACKETSTOWN,-10.24
017022004,017022,HACKETSTOWN,-10.24
017023001,017023,HAROLDSTOWN,-0.6
017024001,017024,JOHNSTOWN,4.64
017024002,017024,JOHNSTOWN,4.64
017025001,017025,KELLISTOWN,3.88
017025002,017025,KELLISTOWN,3.88
017025003,017025,KELLISTOWN,3.88
017026001,017026,KILBRIDE,0.63
017026002,017026,KILBRIDE,0.63
017027001,017027,KILLEDMOND,0.91
017027002,017027,KILLEDMOND,0.91
017028001,017028,KILLERRIG,8.37
017029001,017029,KINEAGH,1.92
017030001,017030,KYLE,3.52
017031001,017031,LEIGHLINBRIDGE,-1.55
017031002,017031,LEIGHLINBRIDGE,-1.55
017031004,017031,LEIGHLINBRIDGE,-1.55
017031005/01/017031003,017031,LEIGHLINBRIDGE,-1.55
017031005/02,017031,LEIGHLINBRIDGE,-1.55
017031006,017031,LEIGHLINBRIDGE,-1.55
017032001,017032,MARLEY,2.88
017033001,017033,MUINEBEAG RURAL,1.25
017033002,017033,MUINEBEAG RURAL,1.25
017034001,017034,MUINEBEAG URBAN,-11.73
017034002,017034,MUINEBEAG URBAN,-11.73
017034003,017034,MUINEBEAG URBAN,-11.73
017034004,017034,MUINEBEAG URBAN,-11.73
017034005,017034,MUINEBEAG URBAN,-11.73
017034006,017034,MUINEBEAG URBAN,-11.73
017034007,017034,MUINEBEAG URBAN,-11.73
017034008,017034,MUINEBEAG URBAN,-11.73
017034009,017034,MUINEBEAG URBAN,-11.73
017034010,017034,MUINEBEAG URBAN,-11.73
017034011,017034,MUINEBEAG URBAN,-11.73
017035001,017035,MYSHALL,-3.74
017035002/01,017035,MYSHALL,-3.74
017035002/02,017035,MYSHALL,-3.74
017036001,017036,NURNEY,-1.19
017036002,017036,NURNEY,-1.19
017036003,017036,NURNEY,-1.19
017037001,017037,OLDLEIGHLIN,3.81
017037002,017037,OLDLEIGHLIN,3.81
017038001,017038,RAHILL,2.16
017038002,017038,RAHILL,2.16
017038003,017038,RAHILL,2.16
017039001,017039,RATHANNA,2.18
017040001/017040002,017040,RATHORNAN,-5.85
017041001/01,017041,RATHRUSH,3.34
017041001/02,017041,RATHRUSH,3.34
017041002,017041,RATHRUSH,3.34
017041003,017041,RATHRUSH,3.34
017042001,017042,RATHVILLY,-10.83
017042002/017042003,017042,RATHVILLY,-10.83
017042004,017042,RATHVILLY,-10.83
017043001,017043,RIDGE,1.64
017044001,017044,SHANGARRY,1.35
017044002,017044,SHANGARRY,1.35
017045001,017045,SLIGUFF,-0.77
017045002,017045,SLIGUFF,-0.77
017046001,017046,TANKARDSTOWN,3.1
017047001,017047,TEMPLEPETER,5.6
017047002,017047,TEMPLEPETER,5.6
017048001,017048,TIKNOCK,0.52
017049001,017049,TINNAHINCH,-1.82
017049002,017049,TINNAHINCH,-1.82
017049003,017049,TINNAHINCH,-1.82
017050001,017050,TULLOW RURAL,3.33
017050002,017050,TULLOW RURAL,3.33
017050003,017050,TULLOW RURAL,3.33
017050004,017050,TULLOW RURAL,3.33
017051001,017051,TULLOW URBAN,-9.34
017051002,017051,TULLOW URBAN,-9.34
017051003,017051,TULLOW URBAN,-9.34
017051004,017051,TULLOW URBAN,-9.34
017051005,017051,TULLOW URBAN,-9.34
017051006,017051,TULLOW URBAN,-9.34
017051007,017051,TULLOW URBAN,-9.34
017051008,017051,TULLOW URBAN,-9.34
017051009,017051,TULLOW URBAN,-9.34
017051010,017051,TULLOW URBAN,-9.34
017051011,017051,TULLOW URBAN,-9.34
017051012,017051,TULLOW URBAN,-9.34
017051013,017051,TULLOW URBAN,-9.34
017051014,017051,TULLOW URBAN,-9.34
017052001,017052,TULLOWBEG,-6.27
017052002,017052,TULLOWBEG,-6.27
017053001,017053,WILLIAMSTOWN,1.17
017054001,017054,GRAIGUE URBAN,-8.62
017054002,017054,GRAIGUE URBAN,-8.62
017054003,017054,GRAIGUE URBAN,-8.62
017054004/017054005,017054,GRAIGUE URBAN,-8.62
017054006,017054,GRAIGUE URBAN,-8.62
017054007,017054,GRAIGUE URBAN,-8.62
027001001,027001,ARDUE,-3.26
027001002,027001,ARDUE,-3.26
027001003,027001,ARDUE,-3.26
027001004,027001,ARDUE,-3.26
027002001,027002,ARVAGH,-3.08
027002002,027002,ARVAGH,-3.08
027002003,027002,ARVAGH,-3.08
027002004,027002,ARVAGH,-3.08
027002005,027002,ARVAGH,-3.08
027003001,027003,ASHFIELD,0.37
027003002,027003,ASHFIELD,0.37
027004001,027004,BAILIEBOROUGH,-8.79
027004002,027004,BAILIEBOROUGH,-8.79
027004003,027004,BAILIEBOROUGH,-8.79
027004004,027004,BAILIEBOROUGH,-8.79
027004005,027004,BAILIEBOROUGH,-8.79
027004006,027004,BAILIEBOROUGH,-8.79
027004007,027004,BAILIEBOROUGH,-8.79
027004008,027004,BAILIEBOROUGH,-8.79
027004009,027004,BAILIEBOROUGH,-8.79
027004010,027004,BAILIEBOROUGH,-8.79
027004011,027004,BAILIEBOROUGH,-8.79
027004012,027004,BAILIEBOROUGH,-8.79
027004013,027004,BAILIEBOROUGH,-8.79
027004014,027004,BAILIEBOROUGH,-8.79
027004015,027004,BAILIEBOROUGH,-8.79
027004016,027004,BAILIEBOROUGH,-8.79
027004017,027004,BAILIEBOROUGH,-8.79
027004018,027004,BAILIEBOROUGH,-8.79
027005001,027005,BALLINTEMPLE,-0.27
027005002,027005,BALLINTEMPLE,-0.27
027006001,027006,BALLYCONNELL,-4.1
027006002,027006,BALLYCONNELL,-4.1
027006003,027006,BALLYCONNELL,-4.1
027006004,027006,BALLYCONNELL,-4.1
027006005,027006,BALLYCONNELL,-4.1
027006006,027006,BALLYCONNELL,-4.1
027006007,027006,BALLYCONNELL,-4.1
027006008,027006,BALLYCONNELL,-4.1
027007001,027007,BALLYHAISE,-2.02
027007002,027007,BALLYHAISE,-2.02
027007003,027007,BALLYHAISE,-2.02
027007004,027007,BALLYHAISE,-2.02
027008001,027008,BALLYJAMESDUFF,-6.29
027008002,027008,BALLYJAMESDUFF,-6.29
027008003,027008,BALLYJAMESDUFF,-6.29
027008004,027008,BALLYJAMESDUFF,-6.29
027008005,027008,BALLYJAMESDUFF,-6.29
027008006,027008,BALLYJAMESDUFF,-6.29
027008007/027008011,027008,BALLYJAMESDUFF,-6.29
027008008/027008003,027008,BALLYJAMESDUFF,-6.29
027008009,027008,BALLYJAMESDUFF,-6.29
027008010,027008,BALLYJAMESDUFF,-6.29
027008011,027008,BALLYJAMESDUFF,-6.29
027008012,027008,BALLYJAMESDUFF,-6.29
027009001,027009,BALLYMACHUGH,-3.73
027009002,027009,BALLYMACHUGH,-3.73
027009003,027009,BALLYMACHUGH,-3.73
027009004,027009,BALLYMACHUGH,-3.73
027010001,027010,BALLYMAGAURAN,-6.42
027011001,027011,BAWNBOY,-4.06
027011002,027011,BAWNBOY,-4.06
027011003,027011,BAWNBOY,-4.06
027012002,027012,BELLANANAGH,-5.17
027012003,027012,BELLANANAGH,-5.17
027012004,027012,BELLANANAGH,-5.17
027012005,027012,BELLANANAGH,-5.17
027012006/027012001,027012,BELLANANAGH,-5.17
027013001,027013,BELTURBET,-11.78
027013002,027013,BELTURBET,-11.78
027013003,027013,BELTURBET,-11.78
027013004,027013,BELTURBET,-11.78
027013005,027013,BELTURBET,-11.78
027013006,027013,BELTURBET,-11.78
027013007,027013,BELTURBET,-11.78
027013008,027013,BELTURBET,-11.78
027013009,027013,BELTURBET,-11.78
027014001,027014/027038,DUNMAKEEVER/BENBRACK/DERRYNANANTA,-6.39
027015001,027015,BILBERRY,-4.68
027016001,027016,BRUCE HALL,-4.86
027017001,027017,BUTLER'S BRIDGE,2.96
027017002,027017,BUTLER'S BRIDGE,2.96
027018001,027018,CANNINGSTOWN,-5.12
027018002,027018,CANNINGSTOWN,-5.12
027019001,027019,CARN,-5.85
027020001,027020,CARNAGARVE,-4.94
027020002,027020,CARNAGARVE,-4.94
027021001,027021,CARRAFIN,2.01
027021002,027021,CARRAFIN,2.01
027022001,027022,CASTLERAHAN,-2.73
027022002,027022,CASTLERAHAN,-2.73
027022003,027022,CASTLERAHAN,-2.73
027022004,027022,CASTLERAHAN,-2.73
027023001,027023,CASTLESAUNDERSON,-2.74
027024001,027024,CAVAN RURAL,-0.58
027024002,027024,CAVAN RURAL,-0.58
027024003,027024,CAVAN RURAL,-0.58
027024004,027024,CAVAN RURAL,-0.58
027024005,027024,CAVAN RURAL,-0.58
027024006,027024,CAVAN RURAL,-0.58
027024007,027024,CAVAN RURAL,-0.58
027024008,027024,CAVAN RURAL,-0.58
027024009,027024,CAVAN RURAL,-0.58
027024010,027024,CAVAN RURAL,-0.58
027024011,027024,CAVAN RURAL,-0.58
027024012,027024,CAVAN RURAL,-0.58
027024013,027024,CAVAN RURAL,-0.58
027024014,027024,CAVAN RURAL,-0.58
027024015,027024,CAVAN RURAL,-0.58
027024016,027024,CAVAN RURAL,-0.58
027024017,027024,CAVAN RURAL,-0.58
027024018,027024,CAVAN RURAL,-0.58
027024019,027024,CAVAN RURAL,-0.58
027024020,027024,CAVAN RURAL,-0.58
027024021,027024,CAVAN RURAL,-0.58
027024022,027024,CAVAN RURAL,-0.58
027024023,027024,CAVAN RURAL,-0.58
027024024,027024,CAVAN RURAL,-0.58
027024025,027024,CAVAN RURAL,-0.58
027024026,027024,CAVAN RURAL,-0.58
027024027,027024,CAVAN RURAL,-0.58
027024028,027024,CAVAN RURAL,-0.58
027025001,027025,CAVAN URBAN,-16.93
027025002,027025,CAVAN URBAN,-16.93
027025003,027025,CAVAN URBAN,-16.93
027025004,027025,CAVAN URBAN,-16.93
027025005,027025,CAVAN URBAN,-16.93
027025006,027025,CAVAN URBAN,-16.93
027025007,027025,CAVAN URBAN,-16.93
027025008,027025,CAVAN URBAN,-16.93
027025009,027025,CAVAN URBAN,-16.93
027025010,027025,CAVAN URBAN,-16.93
027025011,027025,CAVAN URBAN,-16.93
027025012,027025,CAVAN URBAN,-16.93
027025013/027025014,027025,CAVAN URBAN,-16.93
027025014/027025018,027025,CAVAN URBAN,-16.93
027025015,027025,CAVAN URBAN,-16.93
027025016,027025,CAVAN URBAN,-16.93
027025017,027025,CAVAN URBAN,-16.93
027026001,027026,CLONERVY,3.18
027026002,027026,CLONERVY,3.18
027027001,027027,COOTEHILL RURAL,-3.0
027027002,027027,COOTEHILL RURAL,-3.0
027027003/01,027027,COOTEHILL RURAL,-3.0
027027003/02,027027,COOTEHILL RURAL,-3.0
027027004,027027,COOTEHILL RURAL,-3.0
027028001,027028,COOTEHILL URBAN,-10.62
027028002,027028,COOTEHILL URBAN,-10.62
027028003,027028,COOTEHILL URBAN,-10.62
027028004,027028,COOTEHILL URBAN,-10.62
027028005,027028,COOTEHILL URBAN,-10.62
027028006/027028005,027028,COOTEHILL URBAN,-10.62
027028007/027028008,027028,COOTEHILL URBAN,-10.62
027028008,027028,COOTEHILL URBAN,-10.62
027029001,027029,CORR,-7.98
027030001,027030,CORRANEARY,-3.01
027030002,027030,CORRANEARY,-3.01
027031001,027031,CROSSBANE,-2.94
027031002,027031,CROSSBANE,-2.94
027032001,027032,CROSSDONEY,2.01
027032002,027032,CROSSDONEY,2.01
027032003,027032,CROSSDONEY,2.01
027033001,027033,CROSSKEYS,-1.82
027033002,027033,CROSSKEYS,-1.82
027034001,027034,CUTTRAGH,0.44
027035001,027035,DENN,-6.88
027035002,027035,DENN,-6.88
027035003,027035,DENN,-6.88
027036001,027036,DERRIN,-1.73
027036002,027036,DERRIN,-1.73
027037001,027037,DERRYLAHAN,-16.8
027038001/027047001,027014/027038,DUNMAKEEVER/BENBRACK/DERRYNANANTA,-6.39
027039001,027039,DIAMOND,-2.46
027040001,027040,DOOGARY,-10.38
027041001,027041,DOWRA,-7.74
027042001,027042,DRUMANESPICK,-4.39
027042002,027042,DRUMANESPICK,-4.39
027043001,027043,DRUMCARBAN,-6.67
027043002,027043,DRUMCARBAN,-6.67
027044001,027044,DRUMCARN,-4.72
027044002,027044,DRUMCARN,-4.72
027045001,027045,DRUMLUMMAN,-3.39
027045002,027045,DRUMLUMMAN,-3.39
027045003,027045,DRUMLUMMAN,-3.39
027046001,027046,DRUNG,-5.77
027046002,027046,DRUNG,-5.77
027048001,027048,ENNISKEEN,0.51
027048002,027048,ENNISKEEN,0.51
027049001,027049,ESKEY,-8.67
027050001,027050,GRADDUM,-5.69
027050002,027050,GRADDUM,-5.69
027051001,027051,GRILLY,0.03
027051002,027051,GRILLY,0.03
027052001,027052,KILBRIDE,-3.34
027052002,027052,KILBRIDE,-3.34
027052003,027052,KILBRIDE,-3.34
027052004,027052,KILBRIDE,-3.34
027052005,027052,KILBRIDE,-3.34
027053001,027053,KILCOGY,-8.26
027053002,027053,KILCOGY,-8.26
027054001/027054003,027054,KILCONNY,3.37
027054002,027054,KILCONNY,3.37
027055001,027055,KILGOLAGH,-10.35
027056001,027056,KILL,-0.3
027056002,027056,KILL,-0.3
027057001,027057,KILLASHANDRA,-9.92
027057002,027057,KILLASHANDRA,-9.92
027057003/027057005,027057,KILLASHANDRA,-9.92
027057004,027057,KILLASHANDRA,-9.92
027057006,027057,KILLASHANDRA,-9.92
027058001/027085001,027058/027085,KILLINAGH/TEEBANE,-12.42
027059001,027059,KILLINKERE,0.88
027059002,027059,KILLINKERE,0.88
027060001,027060,KILLYKEEN,-0.44
027060002,027060,KILLYKEEN,-0.44
027060003,027060,KILLYKEEN,-0.44
027061001,027061,KILNALECK,-4.6
027061002,027061,KILNALECK,-4.6
027061003,027061,KILNALECK,-4.6
027061004,027061,KILNALECK,-4.6
027062001,027062,KINAWLEY,2.6
027063001,027063,KINGSCOURT,-2.45
027063002,027063,KINGSCOURT,-2.45
027063003,027063,KINGSCOURT,-2.45
027063004,027063,KINGSCOURT,-2.45
027063005,027063,KINGSCOURT,-2.45
027063006,027063,KINGSCOURT,-2.45
027063007,027063,KINGSCOURT,-2.45
027063008,027063,KINGSCOURT,-2.45
027063009,027063,KINGSCOURT,-2.45
027063010,027063,KINGSCOURT,-2.45
027063011,027063,KINGSCOURT,-2.45
027064001,027064,KNAPPAGH,1.27
027064002,027064,KNAPPAGH,1.27
027065001,027065,LARAH NORTH,3.18
027065002,027065,LARAH NORTH,3.18
027066001,027066,LARAH SOUTH,-4.63
027066002,027066,LARAH SOUTH,-4.63
027067001,027067,LISAGOAN,-7.05
027067002,027067,LISAGOAN,-7.05
027068001,027068,LISSANOVER,2.72
027069001,027069,LOUGHDAWAN,-5.29
027069002,027069,LOUGHDAWAN,-5.29
027070001,027070,LURGAN,1.25
027070002,027070,LURGAN,1.25
027070003,027070,LURGAN,1.25
027071001,027071,MILLTOWN,-7.61
027071002,027071,MILLTOWN,-7.61
027072001,027072,MOYNEHALL,-0.7
027072002,027072,MOYNEHALL,-0.7
027072003,027072,MOYNEHALL,-0.7
027072004,027072,MOYNEHALL,-0.7
027072005,027072,MOYNEHALL,-0.7
027072006,027072,MOYNEHALL,-0.7
027072007,027072,MOYNEHALL,-0.7
027073001,027073,MULLAGH,-3.2
027073002,027073,MULLAGH,-3.2
027073003,027073,MULLAGH,-3.2
027073004,027073,MULLAGH,-3.2
027073005,027073,MULLAGH,-3.2
027073006,027073,MULLAGH,-3.2
027073007,027073,MULLAGH,-3.2
027074001,027074,MUNTERCONNAUGHT,0.84
027074002,027074,MUNTERCONNAUGHT,0.84
027074003,027074,MUNTERCONNAUGHT,0.84
027074004,027074,MUNTERCONNAUGHT,0.84
027075001/027088001,027088,PEDARA VOHERS/TIRCAHAN,-16.58
027076001,027076,RAKENNY,-7.88
027076002,027076,RAKENNY,-7.88
027077001,027077,REDHILL,-6.84
027077002,027077,REDHILL,-6.84
027078001,027078,SCRABBY,-0.37
027078002,027078,SCRABBY,-0.37
027078003,027078,SCRABBY,-0.37
027079001,027079,SHERCOCK,-1.91
027079002,027079,SHERCOCK,-1.91
027079003/027079005,027079,SHERCOCK,-1.91
027079004/027079002,027079,SHERCOCK,-1.91
027079005/027079003,027079,SHERCOCK,-1.91
027080001,027080,SKEAGH,-1.7
027080002,027080,SKEAGH,-1.7
027081001,027081,SPRINGFIELD,-8.84
027082001,027082,STRADONE,0.49
027082002,027082,STRADONE,0.49
027082003,027082,STRADONE,0.49
027083001/027083002,027083,SWANLINBAR,-8.58
027083003,027083,SWANLINBAR,-8.58
027084001,027084,TAGHART,-7.36
027084002,027084,TAGHART,-7.36
027086001,027086,TEMPLEPORT,-11.63
027086002,027086,TEMPLEPORT,-11.63
027087001,027087,TERMON,-4.58
027087002,027087,TERMON,-4.58
027089001,027089,TUAM,-2.99
027089003/027089002,027089,TUAM,-2.99
027090001,027090,TULLYVIN EAST,0.34
027090002,027090,TULLYVIN EAST,0.34
027091001,027091,TULLYVIN WEST,4.91
027092001,027092,VIRGINIA,0.43
027092002/01,027092,VIRGINIA,0.43
027092002/02,027092,VIRGINIA,0.43
027092003,027092,VIRGINIA,0.43
027092004,027092,VIRGINIA,0.43
027092005,027092,VIRGINIA,0.43
027092006,027092,VIRGINIA,0.43
027092007,027092,VIRGINIA,0.43
027092008,027092,VIRGINIA,0.43
027092009,027092,VIRGINIA,0.43
027092010,027092,VIRGINIA,0.43
027092011,027092,VIRGINIA,0.43
027092012,027092,VIRGINIA,0.43
027092013,027092,VIRGINIA,0.43
027092014,027092,VIRGINIA,0.43
027092015,027092,VIRGINIA,0.43
027092016,027092,VIRGINIA,0.43
027092017,027092,VIRGINIA,0.43
027093001,027093,WATERLOO,-3.07
027093002,027093,WATERLOO,-3.07
027093003,027093,WATERLOO,-3.07
037001001,037001,ABBEY,4.27
037001002,037001,ABBEY,4.27
037001003/037001004,037001,ABBEY,4.27
037002001,037002,ANNAGH,-4.35
037002002,037002,ANNAGH,-4.35
037002003,037002,ANNAGH,-4.35
037003001/01,037003,AYLE,0.9
037003001/02,037003,AYLE,0.9
037004001,037004,BALLAGH,1.84
037005001,037005,BALLYBLOOD,2.19
037006001,037006,BALLYCANNAN,-7.92
037006002,037006,BALLYCANNAN,-7.92
037006003/037006004,037006,BALLYCANNAN,-7.92
037007001,037007,BALLYEA,-1.48
037007002,037007,BALLYEA,-1.48
037007003,037007,BALLYEA,-1.48
037008001/037067001,037067/037008,BALLYEIGHTER/GLENROE,4.1
037009001,037009,BALLYGLASS,2.13
037009002,037009,BALLYGLASS,2.13
037009003,037009,BALLYGLASS,2.13
037009004/01,037009,BALLYGLASS,2.13
037009004/02,037009,BALLYGLASS,2.13
037009005,037009,BALLYGLASS,2.13
037009006,037009,BALLYGLASS,2.13
037009007,037009,BALLYGLASS,2.13
037009008,037009,BALLYGLASS,2.13
037009009/01,037009,BALLYGLASS,2.13
037009009/02,037009,BALLYGLASS,2.13
037009010,037009,BALLYGLASS,2.13
037009011,037009,BALLYGLASS,2.13
037009012,037009,BALLYGLASS,2.13
037009013,037009,BALLYGLASS,2.13
037009014,037009,BALLYGLASS,2.13
037009015,037009,BALLYGLASS,2.13
037009016,037009,BALLYGLASS,2.13
037009017,037009,BALLYGLASS,2.13
037009018,037009,BALLYGLASS,2.13
037009019,037009,BALLYGLASS,2.13
037010001,037010,BALLYNACALLY,-4.04
037011001,037011,BALLYNAHINCH,-1.25
037012001,037012,BALLYSTEEN,5.53
037012002/037012003,037012,BALLYSTEEN,5.53
037013001,037013,BALLYVASKIN,2.22
037013002/037013003,037013,BALLYVASKIN,2.22
037014001,037014,BOHERGLASS,-0.71
037015001,037015,BOSTON,2.97
037016001,037016,CAHER,-0.91
037017001,037017,CAHERHURLY,7.47
037018001/37041001,037041/037018,CAHERMURPHY/CORLEA,-0.67
037019001,037019,CAHERMURPHY,-0.01
037020001,037020,CAPPAGHABAUN,-0.84
037021001,037021,CAPPAVILLA,2.41
037021002,037021,CAPPAVILLA,2.41
037021003,037021,CAPPAVILLA,2.41
037022001,037022,CARRAN,2.78
037023001,037023,CARROWBAUN,10.04
037024001,037024,CASTLECRINE,5.78
037024002,037024,CASTLECRINE,5.78
037025001,037025,CASTLETOWN,5.59
037026001,037026,CLAREABBEY,2.79
037026002,037026,CLAREABBEY,2.79
037026003,037026,CLAREABBEY,2.79
037026004,037026,CLAREABBEY,2.79
037026005,037026,CLAREABBEY,2.79
037026006,037026,CLAREABBEY,2.79
037026007,037026,CLAREABBEY,2.79
037026008,037026,CLAREABBEY,2.79
037026009,037026,CLAREABBEY,2.79
037026010,037026,CLAREABBEY,2.79
037026011,037026,CLAREABBEY,2.79
037026012,037026,CLAREABBEY,2.79
037027001,037027,CLENAGH,-2.64
037027002,037027,CLENAGH,-2.64
037027003,037027,CLENAGH,-2.64
037027004,037027,CLENAGH,-2.64
037027005,037027,CLENAGH,-2.64
037027006,037027,CLENAGH,-2.64
037027007,037027,CLENAGH,-2.64
037027008,037027,CLENAGH,-2.64
037027009,037027,CLENAGH,-2.64
037027010,037027,CLENAGH,-2.64
037027011,037027,CLENAGH,-2.64
037027012,037027,CLENAGH,-2.64
037027013,037027,CLENAGH,-2.64
037027014,037027,CLENAGH,-2.64
037027015,037027,CLENAGH,-2.64
037027016,037027,CLENAGH,-2.64
037027017,037027,CLENAGH,-2.64
037027018,037027,CLENAGH,-2.64
037027019,037027,CLENAGH,-2.64
037027020,037027,CLENAGH,-2.64
037027021,037027,CLENAGH,-2.64
037027022,037027,CLENAGH,-2.64
037027023,037027,CLENAGH,-2.64
037027024,037027,CLENAGH,-2.64
037027025,037027,CLENAGH,-2.64
037027026,037027,CLENAGH,-2.64
037027027,037027,CLENAGH,-2.64
037027028,037027,CLENAGH,-2.64
037027029,037027,CLENAGH,-2.64
037027030,037027,CLENAGH,-2.64
037027031,037027,CLENAGH,-2.64
037027032,037027,CLENAGH,-2.64
037027033,037027,CLENAGH,-2.64
037027034,037027,CLENAGH,-2.64
037027035,037027,CLENAGH,-2.64
037027036,037027,CLENAGH,-2.64
037027037,037027,CLENAGH,-2.64
037027038,037027,CLENAGH,-2.64
037028001,037028,CLOGHAUN,5.98
037029001,037029,CLOGHERA,8.6
037029002,037029,CLOGHERA,8.6
037030001,037030,CLONDAGAD,2.43
037030002,037030,CLONDAGAD,2.43
037031001,037031,CLOONADRUM,-8.73
037031002,037031,CLOONADRUM,-8.73
037031003,037031,CLOONADRUM,-8.73
037032001,037032,CLOONANAHA,3.17
037033001,037033,CLOONCOORHA,-5.66
037033002,037033,CLOONCOORHA,-5.66
037034001,037034,CLOONEY,-4.76
037035001,037035,CLOONEY,6.33
037035002,037035,CLOONEY,6.33
037036001,037036,CLOONTRA,5.23
037037001,037037,CLOONUSKER,-2.99
037038001,037038,COOLMEEN,-0.25
037039001,037039,COOLREAGH,-6.87
