sa_2022_code,IHA_code,IHA_operational_name,HR_code,HR_operational_name
157025001,63,HSE Mayo IHA,6,HSE West and North West HR
157025002,63,HSE Mayo IHA,6,HSE West and North West HR
157025003,63,HSE Mayo IHA,6,HSE West and North West HR
157025004,63,HSE Mayo IHA,6,HSE West and North West HR
157025005,63,HSE Mayo IHA,6,HSE West and North West HR
157025006,63,HSE Mayo IHA,6,HSE West and North West HR
157025007,63,HSE Mayo IHA,6,HSE West and North West HR
157025008,63,HSE Mayo IHA,6,HSE West and North West HR
157025009,63,HSE Mayo IHA,6,HSE West and North West HR
157025010,63,HSE Mayo IHA,6,HSE West and North West HR
157025011,63,HSE Mayo IHA,6,HSE West and North West HR
157025012,63,HSE Mayo IHA,6,HSE West and North West HR
157025013,63,HSE Mayo IHA,6,HSE West and North West HR
157025014,63,HSE Mayo IHA,6,HSE West and North West HR
157026001,63,HSE Mayo IHA,6,HSE West and North West HR
157026002,63,HSE Mayo IHA,6,HSE West and North West HR
157027001,63,HSE Mayo IHA,6,HSE West and North West HR
157027002,63,HSE Mayo IHA,6,HSE West and North West HR
157028001,63,HSE Mayo IHA,6,HSE West and North West HR
157028002,63,HSE Mayo IHA,6,HSE West and North West HR
157029001,63,HSE Mayo IHA,6,HSE West and North West HR
157030001,63,HSE Mayo IHA,6,HSE West and North West HR
157030002,63,HSE Mayo IHA,6,HSE West and North West HR
157031001/157031002,63,HSE Mayo IHA,6,HSE West and North West HR
157031003,63,HSE Mayo IHA,6,HSE West and North West HR
157032001,63,HSE Mayo IHA,6,HSE West and North West HR
157033001,63,HSE Mayo IHA,6,HSE West and North West HR
157033002,63,HSE Mayo IHA,6,HSE West and North West HR
157033003,63,HSE Mayo IHA,6,HSE West and North West HR
157033004,63,HSE Mayo IHA,6,HSE West and North West HR
157034001/157034002,63,HSE Mayo IHA,6,HSE West and North West HR
157035001,63,HSE Mayo IHA,6,HSE West and North West HR
157035002,63,HSE Mayo IHA,6,HSE West and North West HR
157035003,63,HSE Mayo IHA,6,HSE West and North West HR
157035004,63,HSE Mayo IHA,6,HSE West and North West HR
157035005,63,HSE Mayo IHA,6,HSE West and North West HR
157036001,63,HSE Mayo IHA,6,HSE West and North West HR
157036002,63,HSE Mayo IHA,6,HSE West and North West HR
157036003/157036009,63,HSE Mayo IHA,6,HSE West and North West HR
157036004,63,HSE Mayo IHA,6,HSE West and North West HR
157036005,63,HSE Mayo IHA,6,HSE West and North West HR
157036006,63,HSE Mayo IHA,6,HSE West and North West HR
157036007,63,HSE Mayo IHA,6,HSE West and North West HR
157036008,63,HSE Mayo IHA,6,HSE West and North West HR
157037001,63,HSE Mayo IHA,6,HSE West and North West HR
157038001,63,HSE Mayo IHA,6,HSE West and North West HR
157038002,63,HSE Mayo IHA,6,HSE West and North West HR
157038003,63,HSE Mayo IHA,6,HSE West and North West HR
157038004,63,HSE Mayo IHA,6,HSE West and North West HR
157039001/01,63,HSE Mayo IHA,6,HSE West and North West HR
157039001/02,63,HSE Mayo IHA,6,HSE West and North West HR
157039002,63,HSE Mayo IHA,6,HSE West and North West HR
157039003,63,HSE Mayo IHA,6,HSE West and North West HR
157039004,63,HSE Mayo IHA,6,HSE West and North West HR
157039005,63,HSE Mayo IHA,6,HSE West and North West HR
157040001,63,HSE Mayo IHA,6,HSE West and North West HR
157041002/157041004/157041003/157041001/157129002/157129001,63,HSE Mayo IHA,6,HSE West and North West HR
157042001,63,HSE Mayo IHA,6,HSE West and North West HR
157042002,63,HSE Mayo IHA,6,HSE West and North West HR
157043001,63,HSE Mayo IHA,6,HSE West and North West HR
157043002,63,HSE Mayo IHA,6,HSE West and North West HR
157044001,63,HSE Mayo IHA,6,HSE West and North West HR
157044002,63,HSE Mayo IHA,6,HSE West and North West HR
157045001,63,HSE Mayo IHA,6,HSE West and North West HR
157045002,63,HSE Mayo IHA,6,HSE West and North West HR
157046001,63,HSE Mayo IHA,6,HSE West and North West HR
157046002,63,HSE Mayo IHA,6,HSE West and North West HR
157047001,63,HSE Mayo IHA,6,HSE West and North West HR
157047002,63,HSE Mayo IHA,6,HSE West and North West HR
157047003,63,HSE Mayo IHA,6,HSE West and North West HR
157047004,63,HSE Mayo IHA,6,HSE West and North West HR
157048001,63,HSE Mayo IHA,6,HSE West and North West HR
157048002,63,HSE Mayo IHA,6,HSE West and North West HR
157048003,63,HSE Mayo IHA,6,HSE West and North West HR
157048004,63,HSE Mayo IHA,6,HSE West and North West HR
157048005,63,HSE Mayo IHA,6,HSE West and North West HR
157048006,63,HSE Mayo IHA,6,HSE West and North West HR
157048007,63,HSE Mayo IHA,6,HSE West and North West HR
157048008,63,HSE Mayo IHA,6,HSE West and North West HR
157048009/01,63,HSE Mayo IHA,6,HSE West and North West HR
157048009/02,63,HSE Mayo IHA,6,HSE West and North West HR
157048010,63,HSE Mayo IHA,6,HSE West and North West HR
157048011,63,HSE Mayo IHA,6,HSE West and North West HR
157048012,63,HSE Mayo IHA,6,HSE West and North West HR
157048013,63,HSE Mayo IHA,6,HSE West and North West HR
157048014,63,HSE Mayo IHA,6,HSE West and North West HR
157048015,63,HSE Mayo IHA,6,HSE West and North West HR
157048016,63,HSE Mayo IHA,6,HSE West and North West HR
157048017,63,HSE Mayo IHA,6,HSE West and North West HR
157048018,63,HSE Mayo IHA,6,HSE West and North West HR
157048019,63,HSE Mayo IHA,6,HSE West and North West HR
157048020,63,HSE Mayo IHA,6,HSE West and North West HR
157048021,63,HSE Mayo IHA,6,HSE West and North West HR
157048022,63,HSE Mayo IHA,6,HSE West and North West HR
157048023,63,HSE Mayo IHA,6,HSE West and North West HR
157048024,63,HSE Mayo IHA,6,HSE West and North West HR
157048025,63,HSE Mayo IHA,6,HSE West and North West HR
157048026,63,HSE Mayo IHA,6,HSE West and North West HR
157048027,63,HSE Mayo IHA,6,HSE West and North West HR
157048028,63,HSE Mayo IHA,6,HSE West and North West HR
157048029,63,HSE Mayo IHA,6,HSE West and North West HR
157048030,63,HSE Mayo IHA,6,HSE West and North West HR
157049001,63,HSE Mayo IHA,6,HSE West and North West HR
157049002,63,HSE Mayo IHA,6,HSE West and North West HR
157049003,63,HSE Mayo IHA,6,HSE West and North West HR
157049004,63,HSE Mayo IHA,6,HSE West and North West HR
157049005,63,HSE Mayo IHA,6,HSE West and North West HR
157049006,63,HSE Mayo IHA,6,HSE West and North West HR
157049007,63,HSE Mayo IHA,6,HSE West and North West HR
157049008,63,HSE Mayo IHA,6,HSE West and North West HR
157049009,63,HSE Mayo IHA,6,HSE West and North West HR
157049010,63,HSE Mayo IHA,6,HSE West and North West HR
157049011,63,HSE Mayo IHA,6,HSE West and North West HR
157049012,63,HSE Mayo IHA,6,HSE West and North West HR
157049013,63,HSE Mayo IHA,6,HSE West and North West HR
157049014,63,HSE Mayo IHA,6,HSE West and North West HR
157049015,63,HSE Mayo IHA,6,HSE West and North West HR
157049016,63,HSE Mayo IHA,6,HSE West and North West HR
157049017,63,HSE Mayo IHA,6,HSE West and North West HR
157049018,63,HSE Mayo IHA,6,HSE West and North West HR
157049019,63,HSE Mayo IHA,6,HSE West and North West HR
157049020,63,HSE Mayo IHA,6,HSE West and North West HR
157049021,63,HSE Mayo IHA,6,HSE West and North West HR
157049022,63,HSE Mayo IHA,6,HSE West and North West HR
157049023,63,HSE Mayo IHA,6,HSE West and North West HR
157049024,63,HSE Mayo IHA,6,HSE West and North West HR
157049025,63,HSE Mayo IHA,6,HSE West and North West HR
157049026,63,HSE Mayo IHA,6,HSE West and North West HR
157049027,63,HSE Mayo IHA,6,HSE West and North West HR
157049028,63,HSE Mayo IHA,6,HSE West and North West HR
157050001,63,HSE Mayo IHA,6,HSE West and North West HR
157051001,63,HSE Mayo IHA,6,HSE West and North West HR
157051002,63,HSE Mayo IHA,6,HSE West and North West HR
157051003/01,63,HSE Mayo IHA,6,HSE West and North West HR
157051003/02,63,HSE Mayo IHA,6,HSE West and North West HR
157051004,63,HSE Mayo IHA,6,HSE West and North West HR
157051005,63,HSE Mayo IHA,6,HSE West and North West HR
157051006,63,HSE Mayo IHA,6,HSE West and North West HR
157051007,63,HSE Mayo IHA,6,HSE West and North West HR
157051008/01,63,HSE Mayo IHA,6,HSE West and North West HR
157051008/02,63,HSE Mayo IHA,6,HSE West and North West HR
157051009,63,HSE Mayo IHA,6,HSE West and North West HR
157051010,63,HSE Mayo IHA,6,HSE West and North West HR
157051011,63,HSE Mayo IHA,6,HSE West and North West HR
157051012,63,HSE Mayo IHA,6,HSE West and North West HR
157051013,63,HSE Mayo IHA,6,HSE West and North West HR
157051014,63,HSE Mayo IHA,6,HSE West and North West HR
157051015,63,HSE Mayo IHA,6,HSE West and North West HR
157051016,63,HSE Mayo IHA,6,HSE West and North West HR
157051018/157051017,63,HSE Mayo IHA,6,HSE West and North West HR
157052001,63,HSE Mayo IHA,6,HSE West and North West HR
157052002,63,HSE Mayo IHA,6,HSE West and North West HR
157053001,63,HSE Mayo IHA,6,HSE West and North West HR
157053002,63,HSE Mayo IHA,6,HSE West and North West HR
157053003,63,HSE Mayo IHA,6,HSE West and North West HR
157054001,63,HSE Mayo IHA,6,HSE West and North West HR
157055001,63,HSE Mayo IHA,6,HSE West and North West HR
157055002,63,HSE Mayo IHA,6,HSE West and North West HR
157055003,63,HSE Mayo IHA,6,HSE West and North West HR
157056001,63,HSE Mayo IHA,6,HSE West and North West HR
157056002,63,HSE Mayo IHA,6,HSE West and North West HR
157056003,63,HSE Mayo IHA,6,HSE West and North West HR
157057001,63,HSE Mayo IHA,6,HSE West and North West HR
157057002,63,HSE Mayo IHA,6,HSE West and North West HR
157057003,63,HSE Mayo IHA,6,HSE West and North West HR
157057004,63,HSE Mayo IHA,6,HSE West and North West HR
157058001,63,HSE Mayo IHA,6,HSE West and North West HR
157058002,63,HSE Mayo IHA,6,HSE West and North West HR
157058003,63,HSE Mayo IHA,6,HSE West and North West HR
157059001,63,HSE Mayo IHA,6,HSE West and North West HR
157060001/157060002,63,HSE Mayo IHA,6,HSE West and North West HR
157060003,63,HSE Mayo IHA,6,HSE West and North West HR
157060004,63,HSE Mayo IHA,6,HSE West and North West HR
157060005,63,HSE Mayo IHA,6,HSE West and North West HR
157061001,63,HSE Mayo IHA,6,HSE West and North West HR
157061002,63,HSE Mayo IHA,6,HSE West and North West HR
157062001,63,HSE Mayo IHA,6,HSE West and North West HR
157063001,63,HSE Mayo IHA,6,HSE West and North West HR
157063002,63,HSE Mayo IHA,6,HSE West and North West HR
157063003/157063004/157063005,63,HSE Mayo IHA,6,HSE West and North West HR
157064001,63,HSE Mayo IHA,6,HSE West and North West HR
157064002,63,HSE Mayo IHA,6,HSE West and North West HR
157065001,63,HSE Mayo IHA,6,HSE West and North West HR
157065002,63,HSE Mayo IHA,6,HSE West and North West HR
157065003,63,HSE Mayo IHA,6,HSE West and North West HR
157065005/157065004,63,HSE Mayo IHA,6,HSE West and North West HR
157066002,63,HSE Mayo IHA,6,HSE West and North West HR
157066003/157066001,63,HSE Mayo IHA,6,HSE West and North West HR
157066004,63,HSE Mayo IHA,6,HSE West and North West HR
157066005,63,HSE Mayo IHA,6,HSE West and North West HR
157067001,63,HSE Mayo IHA,6,HSE West and North West HR
157067002,63,HSE Mayo IHA,6,HSE West and North West HR
157068001,63,HSE Mayo IHA,6,HSE West and North West HR
157068002,63,HSE Mayo IHA,6,HSE West and North West HR
157068003,63,HSE Mayo IHA,6,HSE West and North West HR
157069001,63,HSE Mayo IHA,6,HSE West and North West HR
157069002,63,HSE Mayo IHA,6,HSE West and North West HR
157069004/157069003,63,HSE Mayo IHA,6,HSE West and North West HR
157069005,63,HSE Mayo IHA,6,HSE West and North West HR
157069006,63,HSE Mayo IHA,6,HSE West and North West HR
157070001,63,HSE Mayo IHA,6,HSE West and North West HR
157070002,63,HSE Mayo IHA,6,HSE West and North West HR
157071001,63,HSE Mayo IHA,6,HSE West and North West HR
157072001/157072005,63,HSE Mayo IHA,6,HSE West and North West HR
157072002,63,HSE Mayo IHA,6,HSE West and North West HR
157072003,63,HSE Mayo IHA,6,HSE West and North West HR
157072004,63,HSE Mayo IHA,6,HSE West and North West HR
157073001,63,HSE Mayo IHA,6,HSE West and North West HR
157073002,63,HSE Mayo IHA,6,HSE West and North West HR
157074001/157074002,63,HSE Mayo IHA,6,HSE West and North West HR
157074003/157074005/157074006/157074004,63,HSE Mayo IHA,6,HSE West and North West HR
157074008/157074007,63,HSE Mayo IHA,6,HSE West and North West HR
157075001,63,HSE Mayo IHA,6,HSE West and North West HR
157076001/157076002,63,HSE Mayo IHA,6,HSE West and North West HR
157077001/157077002,63,HSE Mayo IHA,6,HSE West and North West HR
157078001,63,HSE Mayo IHA,6,HSE West and North West HR
157078002,63,HSE Mayo IHA,6,HSE West and North West HR
157079001,63,HSE Mayo IHA,6,HSE West and North West HR
157079002,63,HSE Mayo IHA,6,HSE West and North West HR
157080001,63,HSE Mayo IHA,6,HSE West and North West HR
157081001,63,HSE Mayo IHA,6,HSE West and North West HR
157081002,63,HSE Mayo IHA,6,HSE West and North West HR
157081003,63,HSE Mayo IHA,6,HSE West and North West HR
157082001/157136001,63,HSE Mayo IHA,6,HSE West and North West HR
157083001,63,HSE Mayo IHA,6,HSE West and North West HR
157084001,63,HSE Mayo IHA,6,HSE West and North West HR
157085001,63,HSE Mayo IHA,6,HSE West and North West HR
157085002,63,HSE Mayo IHA,6,HSE West and North West HR
157085003,63,HSE Mayo IHA,6,HSE West and North West HR
157085004,63,HSE Mayo IHA,6,HSE West and North West HR
157086001,63,HSE Mayo IHA,6,HSE West and North West HR
157086002,63,HSE Mayo IHA,6,HSE West and North West HR
157086003,63,HSE Mayo IHA,6,HSE West and North West HR
157086004,63,HSE Mayo IHA,6,HSE West and North West HR
157087001,63,HSE Mayo IHA,6,HSE West and North West HR
157087002,63,HSE Mayo IHA,6,HSE West and North West HR
157087003,63,HSE Mayo IHA,6,HSE West and North West HR
157087004,63,HSE Mayo IHA,6,HSE West and North West HR
157087005,63,HSE Mayo IHA,6,HSE West and North West HR
157088001,63,HSE Mayo IHA,6,HSE West and North West HR
157088002,63,HSE Mayo IHA,6,HSE West and North West HR
157088003,63,HSE Mayo IHA,6,HSE West and North West HR
157088004,63,HSE Mayo IHA,6,HSE West and North West HR
157088005,63,HSE Mayo IHA,6,HSE West and North West HR
157088006,63,HSE Mayo IHA,6,HSE West and North West HR
157089001,63,HSE Mayo IHA,6,HSE West and North West HR
157089002,63,HSE Mayo IHA,6,HSE West and North West HR
157090001,63,HSE Mayo IHA,6,HSE West and North West HR
157090002,63,HSE Mayo IHA,6,HSE West and North West HR
157090003,63,HSE Mayo IHA,6,HSE West and North West HR
157090004,63,HSE Mayo IHA,6,HSE West and North West HR
157091001,63,HSE Mayo IHA,6,HSE West and North West HR
157092001,63,HSE Mayo IHA,6,HSE West and North West HR
157093001,63,HSE Mayo IHA,6,HSE West and North West HR
157094001,63,HSE Mayo IHA,6,HSE West and North West HR
157094002,63,HSE Mayo IHA,6,HSE West and North West HR
157094003,63,HSE Mayo IHA,6,HSE West and North West HR
157095001,63,HSE Mayo IHA,6,HSE West and North West HR
157096001,63,HSE Mayo IHA,6,HSE West and North West HR
157096002/157096004,63,HSE Mayo IHA,6,HSE West and North West HR
157096003,63,HSE Mayo IHA,6,HSE West and North West HR
157096005/157096002,63,HSE Mayo IHA,6,HSE West and North West HR
157097001,63,HSE Mayo IHA,6,HSE West and North West HR
157097002/157097009,63,HSE Mayo IHA,6,HSE West and North West HR
157097003,63,HSE Mayo IHA,6,HSE West and North West HR
157097004,63,HSE Mayo IHA,6,HSE West and North West HR
157097006,63,HSE Mayo IHA,6,HSE West and North West HR
157097007/157097005,63,HSE Mayo IHA,6,HSE West and North West HR
157097008,63,HSE Mayo IHA,6,HSE West and North West HR
157098001,63,HSE Mayo IHA,6,HSE West and North West HR
157098002,63,HSE Mayo IHA,6,HSE West and North West HR
157099001,63,HSE Mayo IHA,6,HSE West and North West HR
157099002,63,HSE Mayo IHA,6,HSE West and North West HR
157099003,63,HSE Mayo IHA,6,HSE West and North West HR
157099004,63,HSE Mayo IHA,6,HSE West and North West HR
157100001,63,HSE Mayo IHA,6,HSE West and North West HR
157100002,63,HSE Mayo IHA,6,HSE West and North West HR
157101001,63,HSE Mayo IHA,6,HSE West and North West HR
157101002,63,HSE Mayo IHA,6,HSE West and North West HR
157101003,63,HSE Mayo IHA,6,HSE West and North West HR
157101004,63,HSE Mayo IHA,6,HSE West and North West HR
157102001/157102008,63,HSE Mayo IHA,6,HSE West and North West HR
157102002,63,HSE Mayo IHA,6,HSE West and North West HR
157102003,63,HSE Mayo IHA,6,HSE West and North West HR
157102004,63,HSE Mayo IHA,6,HSE West and North West HR
157102005,63,HSE Mayo IHA,6,HSE West and North West HR
157102006,63,HSE Mayo IHA,6,HSE West and North West HR
157102007/157102009,63,HSE Mayo IHA,6,HSE West and North West HR
157103001,63,HSE Mayo IHA,6,HSE West and North West HR
157103002,63,HSE Mayo IHA,6,HSE West and North West HR
157103003,63,HSE Mayo IHA,6,HSE West and North West HR
157103004,63,HSE Mayo IHA,6,HSE West and North West HR
157104001,63,HSE Mayo IHA,6,HSE West and North West HR
157104002,63,HSE Mayo IHA,6,HSE West and North West HR
157104003,63,HSE Mayo IHA,6,HSE West and North West HR
157104004,63,HSE Mayo IHA,6,HSE West and North West HR
157105001/01,63,HSE Mayo IHA,6,HSE West and North West HR
157105001/02,63,HSE Mayo IHA,6,HSE West and North West HR
157105002,63,HSE Mayo IHA,6,HSE West and North West HR
157105003/157105008/157105004,63,HSE Mayo IHA,6,HSE West and North West HR
157105005,63,HSE Mayo IHA,6,HSE West and North West HR
157105006,63,HSE Mayo IHA,6,HSE West and North West HR
157105007,63,HSE Mayo IHA,6,HSE West and North West HR
157105009,63,HSE Mayo IHA,6,HSE West and North West HR
157106001,63,HSE Mayo IHA,6,HSE West and North West HR
157106002,63,HSE Mayo IHA,6,HSE West and North West HR
157106003,63,HSE Mayo IHA,6,HSE West and North West HR
157107001,63,HSE Mayo IHA,6,HSE West and North West HR
157107002,63,HSE Mayo IHA,6,HSE West and North West HR
157107003,63,HSE Mayo IHA,6,HSE West and North West HR
157107004,63,HSE Mayo IHA,6,HSE West and North West HR
157108001/157108005,63,HSE Mayo IHA,6,HSE West and North West HR
157108002,63,HSE Mayo IHA,6,HSE West and North West HR
157108003,63,HSE Mayo IHA,6,HSE West and North West HR
157108004,63,HSE Mayo IHA,6,HSE West and North West HR
157108006,63,HSE Mayo IHA,6,HSE West and North West HR
157109001,63,HSE Mayo IHA,6,HSE West and North West HR
157109002,63,HSE Mayo IHA,6,HSE West and North West HR
157109003,63,HSE Mayo IHA,6,HSE West and North West HR
157109004/157109005,63,HSE Mayo IHA,6,HSE West and North West HR
157110001/157110002,63,HSE Mayo IHA,6,HSE West and North West HR
157110003,63,HSE Mayo IHA,6,HSE West and North West HR
157111001,63,HSE Mayo IHA,6,HSE West and North West HR
157111002,63,HSE Mayo IHA,6,HSE West and North West HR
157111003,63,HSE Mayo IHA,6,HSE West and North West HR
157111004,63,HSE Mayo IHA,6,HSE West and North West HR
157112001,63,HSE Mayo IHA,6,HSE West and North West HR
157112002,63,HSE Mayo IHA,6,HSE West and North West HR
157112003,63,HSE Mayo IHA,6,HSE West and North West HR
157113001,63,HSE Mayo IHA,6,HSE West and North West HR
157113002,63,HSE Mayo IHA,6,HSE West and North West HR
157113003,63,HSE Mayo IHA,6,HSE West and North West HR
157114001,63,HSE Mayo IHA,6,HSE West and North West HR
157115001,63,HSE Mayo IHA,6,HSE West and North West HR
157115002,63,HSE Mayo IHA,6,HSE West and North West HR
157116001,63,HSE Mayo IHA,6,HSE West and North West HR
157116002,63,HSE Mayo IHA,6,HSE West and North West HR
157116003/157116005,63,HSE Mayo IHA,6,HSE West and North West HR
157116004,63,HSE Mayo IHA,6,HSE West and North West HR
157116006,63,HSE Mayo IHA,6,HSE West and North West HR
157116007,63,HSE Mayo IHA,6,HSE West and North West HR
157117001,63,HSE Mayo IHA,6,HSE West and North West HR
157117002,63,HSE Mayo IHA,6,HSE West and North West HR
157117003,63,HSE Mayo IHA,6,HSE West and North West HR
157118001,63,HSE Mayo IHA,6,HSE West and North West HR
157118002,63,HSE Mayo IHA,6,HSE West and North West HR
157119001,63,HSE Mayo IHA,6,HSE West and North West HR
157119002,63,HSE Mayo IHA,6,HSE West and North West HR
157119003,63,HSE Mayo IHA,6,HSE West and North West HR
157120001,63,HSE Mayo IHA,6,HSE West and North West HR
157120002,63,HSE Mayo IHA,6,HSE West and North West HR
157120003,63,HSE Mayo IHA,6,HSE West and North West HR
157120004,63,HSE Mayo IHA,6,HSE West and North West HR
157120005,63,HSE Mayo IHA,6,HSE West and North West HR
157120006,63,HSE Mayo IHA,6,HSE West and North West HR
157121001,63,HSE Mayo IHA,6,HSE West and North West HR
157121002,63,HSE Mayo IHA,6,HSE West and North West HR
157122001/157122002,63,HSE Mayo IHA,6,HSE West and North West HR
157123001,63,HSE Mayo IHA,6,HSE West and North West HR
157123002,63,HSE Mayo IHA,6,HSE West and North West HR
157124001,63,HSE Mayo IHA,6,HSE West and North West HR
157124002,63,HSE Mayo IHA,6,HSE West and North West HR
157124003,63,HSE Mayo IHA,6,HSE West and North West HR
157124004,63,HSE Mayo IHA,6,HSE West and North West HR
157125001,63,HSE Mayo IHA,6,HSE West and North West HR
157125002,63,HSE Mayo IHA,6,HSE West and North West HR
157125003,63,HSE Mayo IHA,6,HSE West and North West HR
157126001/157126005,63,HSE Mayo IHA,6,HSE West and North West HR
157126002,63,HSE Mayo IHA,6,HSE West and North West HR
157126003,63,HSE Mayo IHA,6,HSE West and North West HR
157126004,63,HSE Mayo IHA,6,HSE West and North West HR
157126006,63,HSE Mayo IHA,6,HSE West and North West HR
157127001/157127007,63,HSE Mayo IHA,6,HSE West and North West HR
157127002/157127005/157127006,63,HSE Mayo IHA,6,HSE West and North West HR
157127003/157127004,63,HSE Mayo IHA,6,HSE West and North West HR
157128001,63,HSE Mayo IHA,6,HSE West and North West HR
157128002,63,HSE Mayo IHA,6,HSE West and North West HR
157130001,63,HSE Mayo IHA,6,HSE West and North West HR
157130002,63,HSE Mayo IHA,6,HSE West and North West HR
157131001,63,HSE Mayo IHA,6,HSE West and North West HR
157131002,63,HSE Mayo IHA,6,HSE West and North West HR
157132001,63,HSE Mayo IHA,6,HSE West and North West HR
157132002,63,HSE Mayo IHA,6,HSE West and North West HR
157132003,63,HSE Mayo IHA,6,HSE West and North West HR
157132004,63,HSE Mayo IHA,6,HSE West and North West HR
157132005,63,HSE Mayo IHA,6,HSE West and North West HR
157133001,63,HSE Mayo IHA,6,HSE West and North West HR
157134001,63,HSE Mayo IHA,6,HSE West and North West HR
157134002,63,HSE Mayo IHA,6,HSE West and North West HR
157135001,63,HSE Mayo IHA,6,HSE West and North West HR
157135002,63,HSE Mayo IHA,6,HSE West and North West HR
157137001,63,HSE Mayo IHA,6,HSE West and North West HR
157137002,63,HSE Mayo IHA,6,HSE West and North West HR
157137003,63,HSE Mayo IHA,6,HSE West and North West HR
157137004,63,HSE Mayo IHA,6,HSE West and North West HR
157137005,63,HSE Mayo IHA,6,HSE West and North West HR
157137006,63,HSE Mayo IHA,6,HSE West and North West HR
157138001,63,HSE Mayo IHA,6,HSE West and North West HR
157138002,63,HSE Mayo IHA,6,HSE West and North West HR
157139002,63,HSE Mayo IHA,6,HSE West and North West HR
157139004/157139005/157139006,63,HSE Mayo IHA,6,HSE West and North West HR
157139007,63,HSE Mayo IHA,6,HSE West and North West HR
157139008,63,HSE Mayo IHA,6,HSE West and North West HR
157139009/157139010/157139001/157139003,63,HSE Mayo IHA,6,HSE West and North West HR
157140001,63,HSE Mayo IHA,6,HSE West and North West HR
157140002,63,HSE Mayo IHA,6,HSE West and North West HR
157140003,63,HSE Mayo IHA,6,HSE West and North West HR
157140004,63,HSE Mayo IHA,6,HSE West and North West HR
157140005,63,HSE Mayo IHA,6,HSE West and North West HR
157140006,63,HSE Mayo IHA,6,HSE West and North West HR
157141001,63,HSE Mayo IHA,6,HSE West and North West HR
157141002,63,HSE Mayo IHA,6,HSE West and North West HR
157141003,63,HSE Mayo IHA,6,HSE West and North West HR
157141004,63,HSE Mayo IHA,6,HSE West and North West HR
157141005,63,HSE Mayo IHA,6,HSE West and North West HR
157141006,63,HSE Mayo IHA,6,HSE West and North West HR
157142001,63,HSE Mayo IHA,6,HSE West and North West HR
157143001,63,HSE Mayo IHA,6,HSE West and North West HR
157143002,63,HSE Mayo IHA,6,HSE West and North West HR
157143003,63,HSE Mayo IHA,6,HSE West and North West HR
157144001,63,HSE Mayo IHA,6,HSE West and North West HR
157144002,63,HSE Mayo IHA,6,HSE West and North West HR
157144003,63,HSE Mayo IHA,6,HSE West and North West HR
157144004,63,HSE Mayo IHA,6,HSE West and North West HR
157144005,63,HSE Mayo IHA,6,HSE West and North West HR
157144006,63,HSE Mayo IHA,6,HSE West and North West HR
157144007,63,HSE Mayo IHA,6,HSE West and North West HR
157144008,63,HSE Mayo IHA,6,HSE West and North West HR
157144009,63,HSE Mayo IHA,6,HSE West and North West HR
157144010,63,HSE Mayo IHA,6,HSE West and North West HR
157144011,63,HSE Mayo IHA,6,HSE West and North West HR
157144012/157144014,63,HSE Mayo IHA,6,HSE West and North West HR
157144013,63,HSE Mayo IHA,6,HSE West and North West HR
157145001,63,HSE Mayo IHA,6,HSE West and North West HR
157146001,63,HSE Mayo IHA,6,HSE West and North West HR
157146002,63,HSE Mayo IHA,6,HSE West and North West HR
157147001,63,HSE Mayo IHA,6,HSE West and North West HR
157147002,63,HSE Mayo IHA,6,HSE West and North West HR
157148001,63,HSE Mayo IHA,6,HSE West and North West HR
157148002,63,HSE Mayo IHA,6,HSE West and North West HR
157148003,63,HSE Mayo IHA,6,HSE West and North West HR
157148004,63,HSE Mayo IHA,6,HSE West and North West HR
157148005,63,HSE Mayo IHA,6,HSE West and North West HR
157148006,63,HSE Mayo IHA,6,HSE West and North West HR
157148007,63,HSE Mayo IHA,6,HSE West and North West HR
157148008,63,HSE Mayo IHA,6,HSE West and North West HR
157149001,63,HSE Mayo IHA,6,HSE West and North West HR
157149002,63,HSE Mayo IHA,6,HSE West and North West HR
157150001/157150006,63,HSE Mayo IHA,6,HSE West and North West HR
157150002/157150004,63,HSE Mayo IHA,6,HSE West and North West HR
157150003,63,HSE Mayo IHA,6,HSE West and North West HR
157150005,63,HSE Mayo IHA,6,HSE West and North West HR
157151001,63,HSE Mayo IHA,6,HSE West and North West HR
157151002,63,HSE Mayo IHA,6,HSE West and North West HR
157151003,63,HSE Mayo IHA,6,HSE West and North West HR
157152001,63,HSE Mayo IHA,6,HSE West and North West HR
157152002,63,HSE Mayo IHA,6,HSE West and North West HR
157152004,63,HSE Mayo IHA,6,HSE West and North West HR
157152005,63,HSE Mayo IHA,6,HSE West and North West HR
157152006,63,HSE Mayo IHA,6,HSE West and North West HR
157152007,63,HSE Mayo IHA,6,HSE West and North West HR
157152008/157152009/157152003,63,HSE Mayo IHA,6,HSE West and North West HR
157153001,63,HSE Mayo IHA,6,HSE West and North West HR
157153002,63,HSE Mayo IHA,6,HSE West and North West HR
157153003,63,HSE Mayo IHA,6,HSE West and North West HR
157153004,63,HSE Mayo IHA,6,HSE West and North West HR
157153005,63,HSE Mayo IHA,6,HSE West and North West HR
157153006,63,HSE Mayo IHA,6,HSE West and North West HR
157153007,63,HSE Mayo IHA,6,HSE West and North West HR
157153008,63,HSE Mayo IHA,6,HSE West and North West HR
157153009,63,HSE Mayo IHA,6,HSE West and North West HR
157153010,63,HSE Mayo IHA,6,HSE West and North West HR
157153011,63,HSE Mayo IHA,6,HSE West and North West HR
